Sl ,,,,,Product Code,,,,,,,,,,,,,Size,,,,,,,Description Of Goods,,,,,,,,,,,,,,,,,"No. of
",,,,,,,,"No. of
",,"Quantity
",,,,,,"Rate
",,,,,,,Assessable ,,,,Invoice Value
1.,,,,,AL22DCMEDPT-25,,,,,,,,,,,,,      ,,,,,,,ALUMINIUM WINDING WIRE  ,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.7350,,,,,,280.00,,,,,,,485.8000,,,,485.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total : ,,,,,,,,,,1.7350,,,,,,,,,,,,,485.8000,,,,485.80
Terms and Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCISE ON SALES - PUNE 12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,61.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT VAT PAYABLE @ 5% MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Applicable ST Form:,,,,,,,,,,,,"Against ""C"" / ""F"" / ""H"" / ""E1"" Form",,,,,,,,,,,,,,,,,,,,,,,,,,Total Invoice Amount ,,,,,,,,,,,,,,,,,,,,,,,,,,,573.80
,,,,,,,,,,,,,,,,,,,,Five Hundred Seventy-Three and Paise Eighty only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Rupees ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Amount (In Words),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Remarks:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Name & Address of the Manufacturer : ,,,,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Range     :,,,,,,,"29, HOTEL FORMULA 1,KP 111, GREATER NOIDA (U.P) ",,,,,,,,,,,,,,,,,,,,,,,,,,Division   :,,,,"HOTEL FORMULA 1,WEGMANS, BUSINESS PARK, PLOT ",,,,,,,,,,,,,,,,,,,,,,,Commissionerate:,,,,,,
Certified that the particulars given above are true and correct and the amount indicated represents the price actually charged and that there is no flow of any additional consideration directly or indirectly from buyer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Acknowledgement:,,,,,,,,,,,,, We acknowledge the receipt of Products and CENVAT/VAT copy of invoice shown above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For G.K. WINDING WIRES - PUNE,,,,,,,,,
, Place:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Name and Signature,,,,,,,,,,,,,,,,,,Authorized Signatory,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Subject to Delhi Jurisdiction),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is a Computer Generated Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quadruplicate,,
TAX INVOICE/SALES INVOICE/BILL/CASH MEMO/STOCK TRANSFER INVOICE/JOB WORK INVOICE/SUPPLEMENTARY INVOICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(Invoice for removal of Excisable Goods from a factory on payment of duty under rule 11 of Central Excise(No.2) Rule, 2000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.K. WINDING WIRES - PUNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phone :,,,,"                    , E-mail ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TIN No.  :,,,,,,27970860435,,,,,,,,,,,,,,,CST TIN ,,,,,:,,27970860435,,,,,,,,,,,Range     :,,Alandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ECC No.:,,,,,,AAACG0177DEM006,,,,,,,,,,,,,,,PAN No.,,,,,:,,,,,,,,,,,,,Division   :,,PUNE-VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAACG0177D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Service Tax No.:,,,,,,,,,,,,,,,,,,,,,CIN        ,,,,,:,,,,,,,,,,,,,Commissionerate:,,,,,,,,,,,,,,,PLA No. :,,,,,,,,,,,,,,,
, Buyer       ,,,,,,:,,,LAXMI HYDRAULICS PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,, Invoice No       ,,,,,,:,,00000037,,,,,,,,,,Date   :,,,19-May-2015,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Cust Order No,,,,,,:,,,,,,,,,,,,Date   :,,,5/19/15 12:00 AM,,,,,,,,,,
,,,"B-11, MIDC, CHINACHOTI
KONDI TAL MOHAL
SOLAPUR
City - SOLAPUR 
District - SOLAPUR 
State - MAHARASHTRA 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Vendor Code   ,,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time of Issue of Invoice,,,,,,,,,,,,,,,,,Vehicle No.,,,,,:,,,",DTDC COURIER",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/05/2015 00.00.00,,,,,,,,,,,,,,,,,Mode of Trans ,,,,,:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GR/RR No.       ,,,,,:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time of Removal of Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Range        ,,,,,,:,,,,,,,,,,,,,,,VAT TIN,,,,:,,27170000776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transporter     ,,,,,:,,,,,,,,
,,Division     ,,,,,,:,,,,,,,,,,,,,,,ECC No.  ,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commissionerate :,,,,,,,,,,,,,,,,,,,,CST TIN ,,,,,:,,,27170000776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity      ,,,,,:,,ALUMINIUM WINDING WIRE,,,,,,,,,,,,,,,,,,,,,,,,
,,Consignee,,,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Name,,,,,:,,,,,,,
,,"B-11, MIDC, CHINACHOTI
KONDI TAL MOHAL
SOLAPUR
SOLAPUR, 
SOLAPUR, 
MAHARASHTRA, 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tariff Heading  ,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85441990,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branch        ,,,,,:,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFSC Code   ,,,,,:,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exemption Ntf. No.,,,,,,,,,:,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Terms    ,,,,,,,,,:,, Days,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account No.,,,,,:,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OD Interest             ,,,,,,,,,:,,18%,,,,,,,,,,,,,,,,,,,,
Sl ,,,,,Product Code,,,,,,,,,,,,,Size,,,,,,,Description Of Goods,,,,,,,,,,,,,,,,,"No. of
",,,,,,,,"No. of
",,"Quantity
",,,,,,"Rate
",,,,,,,Assessable ,,,,Invoice Value
1.,,,,,AL22DCMEDPT-25,,,,,,,,,,,,,      ,,,,,,,ALUMINIUM WINDING WIRE  ,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.7350,,,,,,280.00,,,,,,,485.8000,,,,485.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total : ,,,,,,,,,,1.7350,,,,,,,,,,,,,485.8000,,,,485.80
Terms and Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCISE ON SALES - PUNE 12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,61.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT VAT PAYABLE @ 5% MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Applicable ST Form:,,,,,,,,,,,,"Against ""C"" / ""F"" / ""H"" / ""E1"" Form",,,,,,,,,,,,,,,,,,,,,,,,,,Total Invoice Amount ,,,,,,,,,,,,,,,,,,,,,,,,,,,573.80
,,,,,,,,,,,,,,,,,,,,Five Hundred Seventy-Three and Paise Eighty only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Rupees ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Amount (In Words),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Remarks:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Name & Address of the Manufacturer : ,,,,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Range     :,,,,,,,"29, HOTEL FORMULA 1,KP 111, GREATER NOIDA (U.P) ",,,,,,,,,,,,,,,,,,,,,,,,,,Division   :,,,,"HOTEL FORMULA 1,WEGMANS, BUSINESS PARK, PLOT ",,,,,,,,,,,,,,,,,,,,,,,Commissionerate:,,,,,,
Certified that the particulars given above are true and correct and the amount indicated represents the price actually charged and that there is no flow of any additional consideration directly or indirectly from buyer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Acknowledgement:,,,,,,,,,,,,, We acknowledge the receipt of Products and CENVAT/VAT copy of invoice shown above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For G.K. WINDING WIRES - PUNE,,,,,,,,,
, Place:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Name and Signature,,,,,,,,,,,,,,,,,,Authorized Signatory,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Subject to Delhi Jurisdiction),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is a Computer Generated Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
