Receipt No,Receipt Date,  Order No,  Order Date,Warehouse,Item Description,Unit,Delivery Note Qty,Receipt Qty,Reworkable Qty,Rejected Qty,Rate,Value
RCPT0000001357,07/09/2015,FGR001529,07/09/2015,FINISHED GOODS - SEC,CU0.173SSHFINEPT-,KG,0.00,98.17,0.00,0.00,495.00,48594.15
RCPT0000001357,07/09/2015,FGR001529,07/09/2015,FINISHED GOODS - SEC,CU31DCMEDPT-25,KG,0.00,207.99,0.00,0.00,460.00,95675.40
RCPT0000001357,07/09/2015,FGR001529,07/09/2015,FINISHED GOODS - SEC,CU29DCMEDPT-25,KG,0.00,197.84,0.00,0.00,480.00,94963.20
RCPT0000001357,07/09/2015,FGR001529,07/09/2015,FINISHED GOODS - SEC,CU0.14SSHFINEPT-,KG,0.00,95.27,0.00,0.00,495.00,47158.65
RCPT0000001357,07/09/2015,FGR001529,07/09/2015,FINISHED GOODS - SEC,CU27MPMEDPT-25,KG,0.00,393.02,0.00,0.00,470.00,184717.05
RCPT0000001357,07/09/2015,FGR001529,07/09/2015,FINISHED GOODS - SEC,CU0.16SSHFINEPT-,KG,0.00,62.83,0.00,0.00,495.00,31100.85
RCPT0000001358,07/09/2015,FGR001531,07/09/2015,FINISHED GOODS - SEC,CU34MPFINEPT-10,KG,0.00,1048.70,0.00,0.00,470.00,492889.00
RCPT0000001358,07/09/2015,FGR001531,07/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,1254.31,0.00,0.00,490.00,614611.90
RCPT0000001358,07/09/2015,FGR001531,07/09/2015,FINISHED GOODS - SEC,CU34MPMEDPT-10,KG,0.00,239.70,0.00,0.00,470.00,112656.65
RCPT0000001359,07/09/2015,,,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,29.82,29.82,0.00,0.00,480.00,14313.60
RCPT0000001360,07/09/2015,FGR001532,07/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,590.00,0.00,0.00,480.00,283200.00
RCPT0000001360,07/09/2015,FGR001532,07/09/2015,FINISHED GOODS - SEC,CU0.7DCMEDPT-90,KG,0.00,904.96,0.00,0.00,480.00,434378.40
RCPT0000001360,07/09/2015,FGR001532,07/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,20.00,0.00,0.00,470.00,9400.00
RCPT0000001360,07/09/2015,FGR001532,07/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,477.00,0.00,0.00,480.00,228960.00
RCPT0000001360,07/09/2015,FGR001532,07/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,494.00,0.00,0.00,480.00,237120.00
RCPT0000001361,07/09/2015,FGR001533,07/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,314.20,0.00,0.00,500.00,157097.50
RCPT0000001361,07/09/2015,FGR001533,07/09/2015,FINISHED GOODS - SEC,CU37SSFINEPT-10,KG,0.00,988.01,0.00,0.00,490.00,484124.90
RCPT0000001361,07/09/2015,FGR001533,07/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,598.16,0.00,0.00,490.00,293100.85
RCPT0000001361,07/09/2015,FGR001533,07/09/2015,FINISHED GOODS - SEC,CU0.2SSFINEPT-10,KG,0.00,211.53,0.00,0.00,490.00,103649.70
RCPT0000001362,07/09/2015,FGR001534,07/09/2015,FINISHED GOODS - SEC,CU0.112SSFINEPT-4,KG,0.00,312.30,0.00,0.00,490.00,153029.45
RCPT0000001362,07/09/2015,FGR001534,07/09/2015,FINISHED GOODS - SEC,CU0.3SBMEDPT-25,KG,0.00,369.80,0.00,0.00,500.00,184897.50
RCPT0000001362,07/09/2015,FGR001534,07/09/2015,FINISHED GOODS - SEC,CU0.11SSFINEPT-4,KG,0.00,469.78,0.00,0.00,490.00,230194.65
RCPT0000001362,07/09/2015,FGR001534,07/09/2015,FINISHED GOODS - SEC,CU42SSFINEPT-4,KG,0.00,15.81,0.00,0.00,490.00,7746.90
RCPT0000001362,07/09/2015,FGR001534,07/09/2015,FINISHED GOODS - SEC,CU0.115SSFINEPT-4,KG,0.00,165.91,0.00,0.00,490.00,81295.90
RCPT0000001363,07/09/2015,FGR001535,07/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,640.16,0.00,0.00,490.00,313678.40
RCPT0000001364,07/09/2015,FGR001537,07/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,1464.30,0.00,0.00,230.00,336789.00
RCPT0000001365,07/09/2015,FGR001537,07/09/2015,FINISHED GOODS - SEC,CU21.5MPMEDPT-25,KG,0.00,454.02,0.00,0.00,470.00,213387.05
RCPT0000001365,07/09/2015,FGR001537,07/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,640.16,0.00,0.00,490.00,313678.40
RCPT0000001366,08/09/2015,01RM000015,08/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,73.78,73.78,0.00,0.00,490.00,36149.75
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,667.00,0.00,0.00,480.00,320160.00
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,162.00,0.00,0.00,470.00,76140.00
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,308.00,0.00,0.00,480.00,147840.00
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,239.00,0.00,0.00,480.00,114720.00
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU0.45DCMEDPT-90,KG,0.00,493.80,0.00,0.00,480.00,237024.00
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,493.00,0.00,0.00,480.00,236640.00
RCPT0000001367,08/09/2015,FGR001541,08/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-90,KG,0.00,80.28,0.00,0.00,480.00,38534.40
RCPT0000001368,08/09/2015,FGR001542,08/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,425.58,0.00,0.00,490.00,208531.75
RCPT0000001368,08/09/2015,FGR001542,08/09/2015,FINISHED GOODS - SEC,CU0.14SSFINEPT-10,KG,0.00,298.28,0.00,0.00,500.00,149137.50
RCPT0000001369,08/09/2015,FGR001544,08/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,2.82,0.00,0.00,500.00,1412.50
RCPT0000001370,08/09/2015,FGR001547,08/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,729.84,0.00,0.00,470.00,343024.80
RCPT0000001371,08/09/2015,FGR001548,08/09/2015,FINISHED GOODS - SEC,CU0.508SSMEDPT-25,KG,0.00,698.10,0.00,0.00,490.00,342069.00
RCPT0000001371,08/09/2015,FGR001548,08/09/2015,FINISHED GOODS - SEC,CU32DCMEDPT-25,KG,0.00,114.31,0.00,0.00,480.00,54868.80
RCPT0000001371,08/09/2015,FGR001548,08/09/2015,FINISHED GOODS - SEC,CU0.254SSHFINEPT-,KG,0.00,1667.92,0.00,0.00,495.00,825617.92
RCPT0000001372,09/09/2015,FGR001550,09/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,890.00,0.00,0.00,480.00,427200.00
RCPT0000001373,09/09/2015,FGR001551,09/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,305.90,0.00,0.00,490.00,149888.55
RCPT0000001373,09/09/2015,FGR001551,09/09/2015,FINISHED GOODS - SEC,CU23MPMEDPT-25,KG,0.00,62.24,0.00,0.00,470.00,29250.45
RCPT0000001373,09/09/2015,FGR001551,09/09/2015,FINISHED GOODS - SEC,CU27SSFINEPT-10,KG,0.00,104.30,0.00,0.00,490.00,51109.45
RCPT0000001373,09/09/2015,FGR001551,09/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,249.67,0.00,0.00,490.00,122338.30
RCPT0000001373,09/09/2015,FGR001551,09/09/2015,FINISHED GOODS - SEC,CU38*3SSMEDPT-10,KG,0.00,522.87,0.00,0.00,490.00,256206.30
RCPT0000001373,09/09/2015,FGR001551,09/09/2015,FINISHED GOODS - SEC,CU22MPMEDM-266,KG,0.00,40.80,0.00,0.00,470.00,19178.35
RCPT0000001374,09/09/2015,FGR001552,09/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,202.82,0.00,0.00,490.00,99381.80
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.8DCMEDPT-45,KG,0.00,489.00,0.00,0.00,480.00,234722.40
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-45,KG,0.00,943.94,0.00,0.00,480.00,453093.60
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,317.00,0.00,0.00,480.00,152160.00
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,79.00,0.00,0.00,470.00,37130.00
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,873.00,0.00,0.00,480.00,419040.00
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-45,KG,0.00,283.91,0.00,0.00,480.00,136276.80
RCPT0000001375,09/09/2015,FGR001553,09/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,399.00,0.00,0.00,480.00,191520.00
RCPT0000001376,09/09/2015,FGR001554,09/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,78.94,0.00,0.00,490.00,38683.05
RCPT0000001376,09/09/2015,FGR001554,09/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,136.48,0.00,0.00,490.00,66872.75
RCPT0000001376,09/09/2015,FGR001554,09/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,18.00,0.00,0.00,500.00,8997.50
RCPT0000001377,09/09/2015,SADJT00000000093,09/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,14.30,0.00,0.00,490.00,7009.45
RCPT0000001377,09/09/2015,SADJT00000000093,09/09/2015,FINISHED GOODS - SEC,CU0.22SSMEDPT-10,KG,0.00,26.38,0.00,0.00,490.00,12926.20
RCPT0000001377,09/09/2015,SADJT00000000093,09/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,9.04,0.00,0.00,490.00,4432.05
RCPT0000001378,09/09/2015,FGR001555,09/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,1456.19,0.00,0.00,230.00,334923.70
RCPT0000001378,09/09/2015,FGR001555,09/09/2015,FINISHED GOODS - SEC,CU0.65MCFINEPT-45,KG,0.00,369.40,0.00,0.00,490.00,181003.55
RCPT0000001378,09/09/2015,FGR001555,09/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,933.36,0.00,0.00,480.00,448010.40
RCPT0000001378,09/09/2015,FGR001555,09/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-90,KG,0.00,728.42,0.00,0.00,480.00,349641.60
RCPT0000001379,09/09/2015,FGR001557,09/09/2015,FINISHED GOODS - SEC,CU34MPFINEPT-10,KG,0.00,887.82,0.00,0.00,470.00,417275.40
RCPT0000001379,09/09/2015,FGR001557,09/09/2015,FINISHED GOODS - SEC,CU0.132SSHFINEPT-,KG,0.00,465.56,0.00,0.00,495.00,230449.72
RCPT0000001379,09/09/2015,FGR001557,09/09/2015,FINISHED GOODS - SEC,CU0.16SSHFINEPT-,KG,0.00,736.58,0.00,0.00,495.00,364607.10
RCPT0000001379,09/09/2015,FGR001557,09/09/2015,FINISHED GOODS - SEC,CU24MPMEDPT-25,KG,0.00,81.79,0.00,0.00,470.00,38441.30
RCPT0000001379,09/09/2015,FGR001557,09/09/2015,FINISHED GOODS - SEC,CU42SSFINEPT-4,KG,0.00,97.02,0.00,0.00,490.00,47542.25
RCPT0000001380,10/09/2015,FGR001558,10/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1043.00,0.00,0.00,480.00,500640.00
RCPT0000001381,10/09/2015,FGR001559,10/09/2015,FINISHED GOODS - SEC,CU33SSMEDPT-10,KG,0.00,998.17,0.00,0.00,490.00,489103.30
RCPT0000001381,10/09/2015,FGR001559,10/09/2015,FINISHED GOODS - SEC,CU35MPMEDPT-10,KG,0.00,999.33,0.00,0.00,470.00,469685.10
RCPT0000001382,10/09/2015,FGR001560,10/09/2015,FINISHED GOODS - SEC,CU0.173SSHFINEPT-,KG,0.00,102.68,0.00,0.00,495.00,50824.12
RCPT0000001382,10/09/2015,FGR001560,10/09/2015,FINISHED GOODS - SEC,CU0.152SSHFINEPT-,KG,0.00,467.84,0.00,0.00,495.00,231578.32
RCPT0000001382,10/09/2015,FGR001560,10/09/2015,FINISHED GOODS - SEC,CU0.224SSHFINEPT-,KG,0.00,180.40,0.00,0.00,495.00,89300.48
RCPT0000001383,10/09/2015,FGR001561,10/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,41.40,0.00,0.00,500.00,20700.00
RCPT0000001383,10/09/2015,FGR001561,10/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,49.52,0.00,0.00,490.00,24262.35
RCPT0000001383,10/09/2015,FGR001561,10/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,512.22,0.00,0.00,490.00,250985.35
RCPT0000001384,10/09/2015,FGR001562,10/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,397.00,0.00,0.00,480.00,190560.00
RCPT0000001384,10/09/2015,FGR001562,10/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,493.00,0.00,0.00,480.00,236640.00
RCPT0000001384,10/09/2015,FGR001562,10/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,81.00,0.00,0.00,470.00,38070.00
RCPT0000001384,10/09/2015,FGR001562,10/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,1518.00,0.00,0.00,480.00,728640.00
RCPT0000001384,10/09/2015,FGR001562,10/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,246.00,0.00,0.00,470.00,115620.00
RCPT0000001384,10/09/2015,FGR001562,10/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,470.00,0.00,0.00,480.00,225600.00
RCPT0000001385,10/09/2015,FGR001563,10/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,23.02,0.00,0.00,245.00,5638.68
RCPT0000001386,10/09/2015,FGR001565,10/09/2015,FINISHED GOODS - SEC,CU0.87MPMEDPT-90,KG,0.00,216.26,0.00,0.00,470.00,101639.85
RCPT0000001386,10/09/2015,FGR001565,10/09/2015,FINISHED GOODS - SEC,CU0.53MPMEDPT-90,KG,0.00,424.82,0.00,0.00,480.00,203913.60
RCPT0000001387,10/09/2015,FGR001566,10/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,720.00,0.00,0.00,480.00,345600.00
RCPT0000001387,10/09/2015,FGR001566,10/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,703.00,0.00,0.00,480.00,337440.00
RCPT0000001387,10/09/2015,FGR001566,10/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,720.00,0.00,0.00,470.00,338400.00
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.224SSHFINEPT-,KG,0.00,332.50,0.00,0.00,495.00,164589.98
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.234SSHFINEPT-,KG,0.00,248.84,0.00,0.00,495.00,123175.80
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.508SSMEDPT-25,KG,0.00,663.98,0.00,0.00,490.00,325347.75
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.16SSHFINEPT-,KG,0.00,26.14,0.00,0.00,495.00,12939.30
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.173SSHFINEPT-,KG,0.00,161.08,0.00,0.00,495.00,79737.08
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.254SSHFINEPT-,KG,0.00,275.56,0.00,0.00,495.00,136402.20
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.363HSSFINEPT-,KG,0.00,32.50,0.00,0.00,500.00,16250.00
RCPT0000001388,10/09/2015,FGR001567,10/09/2015,FINISHED GOODS - SEC,CU0.152SSHFINEPT-,KG,0.00,118.38,0.00,0.00,495.00,58598.10
RCPT0000001389,10/09/2015,FGR001568,10/09/2015,FINISHED GOODS - SEC,CU0.11SSFINEPT-4,KG,0.00,484.10,0.00,0.00,490.00,237209.00
RCPT0000001389,10/09/2015,FGR001568,10/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,299.98,0.00,0.00,490.00,146990.20
RCPT0000001389,10/09/2015,FGR001568,10/09/2015,FINISHED GOODS - SEC,CU0.1SSFINEPT-4,KG,0.00,463.65,0.00,0.00,490.00,227188.50
RCPT0000001390,10/09/2015,FGR001569,10/09/2015,FINISHED GOODS - SEC,AL30MPMEDPT-25,KG,0.00,499.58,0.00,0.00,470.00,234800.25
RCPT0000001390,10/09/2015,FGR001569,10/09/2015,FINISHED GOODS - SEC,AL29MPMEDPT-25,KG,0.00,137.28,0.00,0.00,470.00,64521.60
RCPT0000001391,10/09/2015,FGR001570,10/09/2015,FINISHED GOODS - SEC,CU0.72MPMEDPT-45,KG,0.00,294.29,0.00,0.00,470.00,138316.30
RCPT0000001392,10/09/2015,FGR001571,10/09/2015,FINISHED GOODS - SEC,CU0.53DCFINEPT-25,KG,0.00,2594.18,0.00,0.00,480.00,1245204.00
RCPT0000001393,11/09/2015,FGR001572,11/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,165.68,0.00,0.00,490.00,81183.20
RCPT0000001394,11/09/2015,FGR001573,11/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1010.00,0.00,0.00,480.00,484800.00
RCPT0000001394,11/09/2015,FGR001573,11/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,383.00,0.00,0.00,470.00,180010.00
RCPT0000001395,11/09/2015,FGR001574,11/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,82.53,0.00,0.00,490.00,40439.70
RCPT0000001395,11/09/2015,FGR001574,11/09/2015,FINISHED GOODS - SEC,CU32DCMEDPT-25,KG,0.00,1100.00,0.00,0.00,480.00,528000.00
RCPT0000001395,11/09/2015,FGR001574,11/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,305.76,0.00,0.00,500.00,152882.50
RCPT0000001396,11/09/2015,FGR001575,11/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,498.53,0.00,0.00,490.00,244279.70
RCPT0000001397,11/09/2015,FGR001576,11/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,75.68,0.00,0.00,490.00,37085.65
RCPT0000001397,11/09/2015,FGR001576,11/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,1607.23,0.00,0.00,490.00,787542.70
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,239.00,0.00,0.00,480.00,114720.00
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,411.00,0.00,0.00,480.00,197280.00
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,832.00,0.00,0.00,480.00,399360.00
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,82.00,0.00,0.00,470.00,38540.00
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,408.00,0.00,0.00,470.00,191760.00
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,654.00,0.00,0.00,470.00,307380.00
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-45,KG,0.00,847.61,0.00,0.00,480.00,406852.80
RCPT0000001398,11/09/2015,FGR001577,11/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-45,KG,0.00,972.84,0.00,0.00,480.00,466963.20
RCPT0000001399,11/09/2015,FGR001578,11/09/2015,FINISHED GOODS - SEC,CU0.2SSFINEPT-10,KG,0.00,1314.18,0.00,0.00,490.00,643945.75
RCPT0000001399,11/09/2015,FGR001578,11/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,20.98,0.00,0.00,490.00,10277.75
RCPT0000001400,11/09/2015,FGR001579,11/09/2015,FINISHED GOODS - SEC,CU28MPMEDPT-25,KG,0.00,12.07,0.00,0.00,470.00,5672.90
RCPT0000001401,11/09/2015,FGR001582,11/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,708.00,0.00,0.00,480.00,339840.00
RCPT0000001401,11/09/2015,FGR001582,11/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,1384.00,0.00,0.00,480.00,664320.00
RCPT0000001401,11/09/2015,FGR001582,11/09/2015,FINISHED GOODS - SEC,CU0.72MPMEDPT-45,KG,0.00,345.75,0.00,0.00,470.00,162502.50
RCPT0000001402,12/09/2015,FGR001584,12/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1073.00,0.00,0.00,480.00,515040.00
RCPT0000001402,12/09/2015,FGR001584,12/09/2015,FINISHED GOODS - SEC,CU0.69MPFINEPT-90,KG,0.00,207.00,0.00,0.00,200.00,41400.00
RCPT0000001403,12/09/2015,FGR001585,12/09/2015,FINISHED GOODS - SEC,CU31DCMEDPT-25,KG,0.00,391.66,0.00,0.00,460.00,180161.30
RCPT0000001403,12/09/2015,FGR001585,12/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,452.54,0.00,0.00,470.00,212696.15
RCPT0000001403,12/09/2015,FGR001585,12/09/2015,FINISHED GOODS - SEC,CU29DCMEDPT-25,KG,0.00,362.30,0.00,0.00,480.00,173906.40
RCPT0000001404,12/09/2015,FGR001586,12/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-45,KG,0.00,541.22,0.00,0.00,450.00,243546.75
RCPT0000001405,12/09/2015,FGR001587,12/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,193.73,0.00,0.00,490.00,94927.70
RCPT0000001405,12/09/2015,FGR001587,12/09/2015,FINISHED GOODS - SEC,CU18MPMEDM-266,KG,0.00,249.38,0.00,0.00,470.00,117206.25
RCPT0000001405,12/09/2015,FGR001587,12/09/2015,FINISHED GOODS - SEC,CU15HCMEDM-266,KG,0.00,340.69,0.00,0.00,475.00,161827.75
RCPT0000001406,12/09/2015,01RM000016,12/09/2015,FINISHED GOODS - SEC,CU0.102SSHFINEPT-,KG,0.94,0.94,0.00,0.00,495.00,465.30
RCPT0000001406,12/09/2015,01RM000016,12/09/2015,FINISHED GOODS - SEC,CU0.112SSHFINEPT-,KG,2.14,2.14,0.00,0.00,495.00,1059.30
RCPT0000001406,12/09/2015,01RM000016,12/09/2015,FINISHED GOODS - SEC,CU0.125SSHFINEPT-,KG,0.94,0.94,0.00,0.00,495.00,465.30
RCPT0000001406,12/09/2015,01RM000016,12/09/2015,FINISHED GOODS - SEC,CU0.14SSHFINEPT-,KG,12.01,12.01,0.00,0.00,495.00,5944.95
RCPT0000001407,12/09/2015,FGR001590,12/09/2015,FINISHED GOODS - SEC,CU0.14SSFINEPT-10,KG,0.00,55.80,0.00,0.00,500.00,27900.00
RCPT0000001407,12/09/2015,FGR001590,12/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,525.06,0.00,0.00,490.00,257281.85
RCPT0000001407,12/09/2015,FGR001590,12/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,145.36,0.00,0.00,490.00,71223.95
RCPT0000001408,12/09/2015,FGR001591,12/09/2015,FINISHED GOODS - SEC,CU35.5MPMEDPT-10,KG,0.00,3.05,0.00,0.00,470.00,1433.50
RCPT0000001408,12/09/2015,FGR001591,12/09/2015,FINISHED GOODS - SEC,CU35MPMEDPT-10,KG,0.00,2.52,0.00,0.00,470.00,1186.75
RCPT0000001408,12/09/2015,FGR001591,12/09/2015,FINISHED GOODS - SEC,CU0.2SSFINEPT-10,KG,0.00,386.47,0.00,0.00,490.00,189370.30
RCPT0000001409,12/09/2015,FGR001592,12/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,403.00,0.00,0.00,470.00,189410.00
RCPT0000001410,12/09/2015,FGR001593,12/09/2015,FINISHED GOODS - SEC,CU36MPMEDPT-10,KG,0.00,2.44,0.00,0.00,470.00,1146.80
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,488.93,0.00,0.00,230.00,112453.90
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.72MPMEDPT-45,KG,0.00,735.69,0.00,0.00,470.00,345774.30
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-90,KG,0.00,565.28,0.00,0.00,480.00,271332.00
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.57MCFINEPT-45,KG,0.00,883.58,0.00,0.00,490.00,432951.75
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,747.00,0.00,0.00,480.00,358560.00
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.65MCFINEPT-45,KG,0.00,738.08,0.00,0.00,490.00,361659.20
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,163.00,0.00,0.00,470.00,76610.00
RCPT0000001411,12/09/2015,FGR001595,12/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,548.00,0.00,0.00,480.00,263040.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.87DCFINEPT-,KG,0.00,665.64,0.00,0.00,480.00,319507.20
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU2DCMEDPT-90,KG,0.00,531.44,0.00,0.00,480.00,255088.80
