  Warehouse ,Group,Item Code,Description,Unit,Total Qty.,Total Value,Reserved Qty.,Reserved Value,Rejected Qty.,Rejected Value,Reworkable Qty.,Reworkable Value,Scrap Qty.,Scrap Value
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.23SSFINEPT-10,CU0.23SSFINEPT-10,KG,24.48,11997.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.23SSMEDPT-10,CU0.23SSMEDPT-10,KG,75.10,36801.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.26SSFINEPT-10,CU0.26SSFINEPT-10,KG,65.84,32259.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.27MCFINEPT-10,CU0.27MCFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.27SSFINEPT-10,CU0.27SSFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.29MCFINEPT-25,CU0.29MCFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.363SSFINEPT-25,CU0.363SSFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU0.363hssfINEPT-25,CU0.363HSSFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU1.05HCMEDM-266,CU1.05HCMEDM-266,KG,178.94,84996.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU1.1HCMEDM-266,CU1.1HCMEDM-266,KG,23.67,11243.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU16.5MPMEDM-266,CU16.5MPMEDM-266,KG,58.94,27704.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU16MPMEDM-266,CU16MPMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU17.5MPMEDM-266,CU17.5MPMEDM-266,KG,396.24,79248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU17MPMEDM-266,CU17MPMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU18.25MPMEDM-266,CU18.25MPMEDM-266,KG,733.90,352272.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU18.5MPMEDM-266,CU18.5MPMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU18MPMEDM-266,CU18MPMEDM-266,KG,610.88,287113.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19.5FCMEDM-266,CU19.5FCMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19.5MPMEDPT-25,CU19.5MPMEDPT-25,KG,188.34,88519.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19HCMEDM-266,CU19HCMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU19MPMEDM-266,CU19MPMEDM-266,KG,17.16,8062.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20.5HCMEDPT-25,CU20.5HCMEDPT-25,KG,23.52,11169.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20.5MPMEDPT-25,CU20.5MPMEDPT-25,KG,668.38,314140.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20DCMEDM-266,CU20DCMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20HCMEDM-266,CU20HCMEDM-266,KG,88.02,40049.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20HCMEDPT-25,CU20HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU20MPMEDPT-25,CU20MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU21.5MPMEDPT-25,CU21.5MPMEDPT-25,KG,92.65,43545.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU21HCMEDPT-25,CU21HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU21MPMEDPT-25,CU21MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.25MPMEDM-266,CU22.25MPMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.5HCMEDPT-25,CU22.5HCMEDPT-25,KG,23.86,11333.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.5MPMEDM-266,CU22.5MPMEDM-266,KG,5.30,2519.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22.5MPMEDPT-25,CU22.5MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22HCMEDPT-25,CU22HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU22MPMEDM-266,CU22MPMEDM-266,KG,296.88,139535.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU23.5DCMEDPT-25,CU23.5DCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU23MPMEDPT-25,CU23MPMEDPT-25,KG,21.23,10072.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU24DCMEDPT-25,CU24DCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU24HCMEDPT-25,CU24HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU24MPMEDPT-25,CU24MPMEDPT-25,KG,271.39,127553.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25DCMEDPT-25,CU25DCMEDPT-25,KG,368.30,84710.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25HCMEDPT-25,CU25HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25MPMEDPT-25,CU25MPMEDPT-25,KG,258.02,121271.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU25SSFINEPT-25,CU25SSFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU26FCMEDPT-25,CU26FCMEDPT-25,KG,7.20,3384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU26HCMEDPT-25,CU26HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU26MPMEDPT-25,CU26MPMEDPT-25,KG,316.53,108675.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27DCMEDPT-25,CU27DCMEDPT-25,KG,151.76,72842.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27FCMEDPT-25,CU27FCMEDPT-25,KG,58.05,27283.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27MPFINEPT-25,CU27MPFINEPT-25,KG,43.88,20621.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU27SSFINEPT-25,CU27SSFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU28HCMEDPT-25,CU28HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU29DCMEDPT-25,CU29DCMEDPT-25,KG,184.20,88416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU29SSMEDPT-10,CU29SSMEDPT-10,KG,3.84,1884.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,733.53,359429.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU31SSMEDPT-10,CU31SSMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32*2SSMEDPT-10,CU32*2SSMEDPT-10,KG,5.70,2793.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32DCMEDPT-25,CU32DCMEDPT-25,KG,37.17,17841.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32SSFINEPT-10,CU32SSFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU32SSMEDPT-10,CU32SSMEDPT-10,KG,610.24,157697.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU33DCMEDPT-10,CU33DCMEDPT-10,KG,24.38,11700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU33FCMEDPT-10,CU33FCMEDPT-10,KG,309.54,145483.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU33SSMEDPT-10,CU33SSMEDPT-10,KG,22.07,10814.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU34FCMEDPT-10,CU34FCMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,2603.48,1275707.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU35*2SSMEDPT-10,CU35*2SSMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU36FCMEDPT-10,CU36FCMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU36SSMEDPT-10,CU36SSMEDPT-10,KG,102.98,50462.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU37*4SSMEDPT-10,CU37*4SSMEDPT-10,KG,17.13,8565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU37FCMEDPT-10,CU37FCMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU37SSMEDPT-10,CU37SSMEDPT-10,KG,1635.42,801355.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38*3SSMEDPT-10,CU38*3SSMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38*4SSMEDPT-10,CU38*4SSMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38FCMEDPT-10,CU38FCMEDPT-10,KG,3.98,1870.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38HCFINEPT-4,CU38HCFINEPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38SSFINEPT-10,CU38SSFINEPT-10,KG,83.16,41580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38SSMEDPT-10,CU38SSMEDPT-10,KG,223.16,109510.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU38SSMEDPT-4,CU38SSMEDPT-4,KG,27.56,13366.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU39HCMEDPT-4,CU39HCMEDPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU39SSMEDPT-4,CU39SSMEDPT-4,KG,40.98,19872.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU40SSFINEPT-4,CU40SSFINEPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU40SSMEDPT-4,CU40SSMEDPT-4,KG,1608.33,787315.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU41SSFINEPT-4,CU41SSFINEPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU41SSMEDPT-4,CU41SSMEDPT-4,KG,71.96,35260.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU42.5SSFINEPT-4,CU42.5SSFINEPT-4,KG,15.62,7653.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU42SSMEDPT-4,CU42SSMEDPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU44SSFINEPT-4,CU44SSFINEPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU45SSFINEPT-4,CU45SSFINEPT-4,KG,37.00,18132.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,"cu20.5MPmed Pt-10""","CU20.5MPMED PT-10""",KG,261.87,126273.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,"cu20mpmedpt-10""","CU20MPMEDPT-10""",KG,27.32,13148.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,cu38HCFINEPT-10,CU38HCFINEPT-10,KG,167.36,80330.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.112SSFINEPT-4,CU0.112SSFINEPT-4,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.508SSMEDPT-25,CU0.508SSMEDPT-25,KG,7.31,3581.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.75DCMEDPT-45,CU0.75DCMEDPT-45,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU0.87MPMEDPT-90,CU0.87MPMEDPT-90,KG,22.70,10669.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU25MPFINEPT-25,CU25MPFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU26MPFINEPT-25,CU26MPFINEPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU28DCMEDPT-25,CU28DCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU28MPFINEPT-25,CU28MPFINEPT-25,KG,6.71,1342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU28MPMEDPT-25,CU28MPMEDPT-25,KG,421.27,197996.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU29MPFINEPT25,CU29MPFINEPT25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU31MPFINEPT-10,CU31MPFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU32MPFINEPT-10,CU32MPFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU35MPFINEPT-10,CU35MPFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU37MPFINEPT-10,CU37MPFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA,CU38MPFINEPT-10,CU38MPFINEPT-10,KG,586.75,275772.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.35MCFINEPT-90,CU0.35MCFINEPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.45DCFINEPT-90,CU0.45DCFINEPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.55DCFINEPT-90,CU0.55DCFINEPT-90,KG,244.43,117326.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.58DCMEDPT-90,CU0.58DCMEDPT-90,KG,147.63,70862.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.65DCMEDPT-90,CU0.65DCMEDPT-90,KG,156.74,75235.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.6DCFINEPT-90,CU0.6DCFINEPT-90,KG,1057.46,507580.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.73DCFINEPT-90,CU0.73DCFINEPT-90,KG,27.81,13905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,1175.98,564468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.8DCMEDPT-90,CU0.8DCMEDPT-90,KG,734.13,281416.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.95DCMEDPT-90,CU0.95DCMEDPT-90,KG,2166.78,1040052.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,1537.88,738765.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU1DCFINEPT90,CU1DCFINEPT90,KG,1711.15,805055.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,961.04,461299.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Denso,cu0.65dcfinept-90,CU0.65DCFINEPT-90,KG,889.62,444810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Monthly WWMA,CU0.55DCFINEPT-45,CU0.55DCFINEPT-45,KG,163.54,78499.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Monthly WWMA,CU0.55MCFINEPT-45,CU0.55MCFINEPT-45,KG,3145.37,757623.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Monthly WWMA,CU0.57MCFINEPT-45,CU0.57MCFINEPT-45,KG,543.03,266084.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Monthly WWMA,CU0.65DCFINEPT-45,CU0.65DCFINEPT-45,KG,32.94,15813.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Monthly WWMA,CU0.65MCFINEPT-45,CU0.65MCFINEPT-45,KG,104.84,51369.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Monthly WWMA,CU0.6DCFINEPT-45,CU0.6DCFINEPT-45,KG,657.98,315828.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU0.72MPMEDPT-45,CU0.72MPMEDPT-45,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU37*3SSMEDPT-10,CU37*3SSMEDPT-10,KG,66.54,32607.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,CU42SSFINEPT-4,CU42SSFINEPT-4,KG,14.94,7301.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly 1.0585 PLUS 1,cu42*10ssfinept-10,CU42*10SSFINEPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU0.53MPMEDPT-90,CU0.53MPMEDPT-90,KG,489.26,234842.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU0.67MPMEDPT-90,CU0.67MPMEDPT-90,KG,81.72,40857.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,666.32,313685.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU27MPMEDPT-25,CU27MPMEDPT-25,KG,385.62,184323.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU29MPMEDPT-25,CU29MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU30MPMEDPT-10,CU30MPMEDPT-10,KG,159.80,75108.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU31MPMEDPT-10,CU31MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU32MPMEDPT-10,CU32MPMEDPT-10,KG,14.91,7007.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU33MPMEDPT-10,CU33MPMEDPT-10,KG,640.73,301143.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU34MPMEDPT-10,CU34MPMEDPT-10,KG,1848.74,868905.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
