Warehouse Name,S.No,Description,Unit,Total Stock,Outstanding Days,<= 1 Days,(2 - 2) Days,(3 - 3) Days,(4 - 4) Days,(5 - 5) Days,>= 5 Days
FINISHED GOODS - SEC,68,CU41SSMEDPT-4,KG,71.96,11,0,0,0,0,0,71.96
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,69,CU43SSFINEPT-4,KG,17.22,11,0,0,0,0,0,17.215
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,70,CU45SSFINEPT-4,KG,37.00,11,0,0,0,0,0,37.005
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,71,CWWFACTORY2ND,KG,2159.83,11,0,0,0,0,0,2159.83
,,, Value,,,0.00,0.00,0.00,0.00,0.00,1036718.40
SPARE AND CONSUMABLE,1,FLK 332A,KG,720.00,11,0,0,0,0,0,720
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,J/W WIRE ENAMEL,KG,1050.00,11,0,0,0,0,0,1050
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,J/W WIRE ENAMEL,KG,404.00,11,0,0,0,0,0,404
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,1,PLASTIC SPOOL - K160,PCS,650.00,11,0,0,0,0,0,650
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,2,"CORRUGATED BOX PT-25,10.75",PCS,611.00,11,0,0,0,0,0,611
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,3,"CORRUGATED BOX- PT-12"" 10.75",PCS,403.00,11,0,0,0,0,0,403
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,4,"CORRUGATED BOXPT-3 11.5""X11.",PCS,130.00,11,0,0,0,0,0,130
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,5,CORRUGATED BOX-PT4-11.5''X11.,PCS,665.00,11,0,0,0,0,0,665
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,6,"CORRUGATED BOX.PT-60 12""X12""",PCS,200.00,11,0,0,0,0,0,200
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,7,"CORRUGATED BOX-PT10-14.75""X7.",PCS,2635.00,11,0,0,0,0,0,2635
,,, Value,,,0.00,0.00,0.00,0.00,0.00,35075.00
PACKING MATERIAL,8,"CORRUGATED BOX-PT15-8""X8""X9.",PCS,285.00,11,0,0,0,0,0,285
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,9,CORRUGATED BOX - PT-25- 9.25X ,PCS,3744.00,11,0,0,0,0,0,3744
,,, Value,,,0.00,0.00,0.00,0.00,0.00,27302.00
PACKING MATERIAL,10,CORRUGATED BOX-PT-10 ,PCS,857.00,11,0,0,0,0,0,857
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,11,THERMOCOL PACKING BOXES,PCS,500.00,11,0,0,0,0,0,500
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,12,"IRON PATTI-1/2"" & NAILS",KG,151.42,11,0,0,0,121.42,0,30
,,, Value,,,0.00,0.00,0.00,7770.88,0.00,0.00
PACKING MATERIAL,13,STRAPPING CLIP,KG,2.00,11,0,0,0,0,0,2
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,14,STRAPPING ROLL,PCS,2.00,11,0,0,0,0,0,2
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,15,PALLET ALL TYPES,PCS,322.00,11,0,0,0,0,0,322
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,16,BARCODE PAPER LABEL-30X15X1,PCS,11.00,11,0,0,0,0,0,11
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,17,BARCODE PAPER LABEL-30X20X1,PCS,17.00,11,0,0,0,0,0,17
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,18,BARCODE PAPER LABEL-75X75X1,PCS,345.00,11,0,0,0,0,0,345
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,19,BARCODE PAPER LABEL-76X38X1,PCS,101.00,11,0,0,0,0,0,101
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,20,"RIBBON-35X100 (WAX 1"" CORE)",PCS,24.00,11,0,0,0,0,0,24
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,21,"RIBBON-80X300 (WAX 1"" CORE)",PCS,30.00,11,0,0,0,0,0,30
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,22,"PLAS SPOOL PT-10""",PCS,48.00,11,0,0,0,0,0,48
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,23,SPOOL 355MM,PCS,315.00,11,0,0,0,0,0,315
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,24,PLAS SPOOL PT-10,PCS,15150.00,11,0,0,0,0,0,15150
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,25,PLAS SPOOL PT-15,PCS,3578.00,11,0,0,0,0,0,3578
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,26,PLAS SPOOL PT-180 / PT-200,PCS,694.00,11,0,0,0,0,0,694
,,, Value,,,0.00,0.00,0.00,0.00,0.00,101432.00
PACKING MATERIAL,27,PLAS SPOOL PT-25,PCS,2172.00,11,0,0,0,0,0,2172
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,28,PLAS SPOOL PT-04,PCS,3700.00,11,0,0,0,0,0,3700
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,29,PLAS SPOOL PT- 45,PCS,587.00,11,0,0,0,0,0,587
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,30,PLASTIC BUCKET PT-45,PCS,803.00,11,0,0,0,0,0,803
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,31,PLAS SPOOL PT- 60,PCS,582.00,11,0,0,0,0,0,582
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,32,PLAS SPOOL PT- 90,PCS,957.00,11,0,0,0,0,0,957
,,, Value,,,0.00,0.00,0.00,0.00,0.00,40900.00
PACKING MATERIAL,33,"TAPE- 1"" TRANSPARENT",PCS,1.00,11,0,0,0,0,0,1
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,34,"TAPE- 2"" TRANSPARENT",PCS,5.00,11,0,0,0,0,0,5
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,35,WRAPPER- PT- 90- 420X1100MM,KG,406.00,11,0,0,0,0,0,406
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,36,"WRAPPER-PT-12"" 160X910 MM",KG,104.00,11,0,0,0,0,0,104
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,37,WRAPPER- PT-180- 530 MM,KG,311.00,11,0,0,0,0,0,311
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,38,WRAPPER-PT- 45- 330 MM,KG,97.00,11,0,0,0,0,0,97
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,39,WRAPPER-PT-10/15 -  195 X 640 ,KG,573.00,11,0,0,0,0,0,573
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,40,"WRAPPER- 120 MM (10"" REEL)",KG,299.00,11,0,0,0,0,0,299
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,41,WRAPPER- PT - 25 - 245 X 790 MM,KG,393.00,11,0,0,0,0,0,393
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - AL,1,ALUMINIUM WIRE / ROD,KG,35915.00,11,0,0,0,0,0,35915
,,, Value,,,0.00,0.00,0.00,0.00,0.00,6105550.00
RAW MATERIAL - CU - LOCAL,1,COPPER WIRE / ROD,KG,101362.00,11,0,0,0,18077,17965,65320
,,, Value,,,0.00,0.00,0.00,7538109.00,7491405.00,32660000.00
ENAMEL,1,TEREBEC MT 543-38,KG,10100.00,11,0,4200,0,0,0,5900
,,, Value,,,0.00,828839.00,0.00,0.00,0.00,621629.00
SHOP FLOOR,1,TEREBEC MT 543-38,KG,625.00,11,0,0,0,0,0,625
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,FEI 0535,KG,4410.00,11,0,0,0,0,0,4410
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,FEI 0535,KG,305.00,11,0,0,0,0,0,305
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,FEI 0540,KG,840.00,11,0,0,0,0,0,840
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,FEI 0540,KG,260.00,11,0,0,0,0,0,260
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,227-35,KG,1890.00,11,0,0,0,0,0,1890
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,227-35,KG,305.00,11,0,0,0,0,0,305
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,MILESTER M/M,KG,2100.00,11,0,0,0,0,0,2100
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,MILESTER M/M,KG,75.00,11,0,0,0,0,0,75
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,FPH 240,KG,1600.00,11,0,0,0,0,0,1600
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,FPH 240,KG,250.00,11,0,0,0,0,0,250
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,FPU A1 40,KG,7600.00,11,0,0,0,0,0,7600
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,FPU A1 40,KG,345.00,11,0,0,0,0,0,345
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,FPU A1 50,KG,2400.00,11,0,0,0,0,0,2400
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,2,RMENSS 1355-35,KG,210.00,11,0,0,0,0,0,210
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,RMENSS 1355-35,KG,70.00,11,0,0,0,0,0,70
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,AI-BV1013,KG,2730.00,11,0,0,0,0,0,2730
,,, Value,,,0.00,0.00,0.00,0.00,0.00,389296.00
SHOP FLOOR,1,AI-BV1013,KG,560.00,11,0,0,0,0,0,560
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,NH AI 20PA,KG,840.00,11,0,0,0,0,0,840
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,NH AI 20PA,KG,275.00,11,0,0,0,0,0,275
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,NH AI 27 P,KG,420.00,11,0,0,0,0,0,420
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,NH AI 27 P,KG,80.00,11,0,0,0,0,0,80
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,NH AI 27 S,KG,2100.00,11,0,0,0,0,0,2100
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,NH AI 27 S,KG,255.00,11,0,0,0,0,0,255
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,NH AI 30 MLK,KG,210.00,11,0,0,0,0,0,210
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,NH AI 30 MLK,KG,295.00,11,0,0,0,0,0,295
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CU,1,SCRAP,KG,453.00,9,0,0,0,0,0,453
,,, Value,,,0.00,0.00,0.00,0.00,0.00,453.00
SCRAP - OTHERS,1,SCRAP - EMPTY DRUMS,PCS,2.00,4,0,0,0,2,0,0
,,, Value,,,0.00,0.00,0.00,2.00,0.00,0.00
SCRAP - OTHERS,2,SCRAP - WOODEN,KGS,4361.00,4,0,0,0,4361,0,0
,,, Value,,,0.00,0.00,0.00,4361.00,0.00,0.00
PACKING MATERIAL,1,STRECH FILM,KG,131.80,11,0,0,0,129.8,0,2
,,, Value,,,0.00,0.00,0.00,18821.00,0.00,0.00
ENAMEL,1,VAR-910 NYLON,KG,190.00,11,0,0,0,0,0,190
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,VAR-910 NYLON,KG,80.00,11,0,0,0,0,0,80
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,1,VAR-HIGH SPEED,KGS,10710.00,11,0,0,0,0,0,10710
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,1,VAR-HIGH SPEED,KGS,271.00,11,0,0,0,0,0,271
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,1,WOODEN BOX 38*29*27,PCS,15.00,11,0,0,0,0,0,15
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,2,WOODEN GUTKA,PCS,1000.00,11,0,0,0,0,0,1000
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,3,WOODEN PALLET 37*25.50,PCS,15.00,11,0,0,0,0,0,15
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,4,WOODEN PALLET 37*37,PCS,322.00,11,0,0,0,0,0,322
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,5,WOODEN PALLET 44*33,PCS,33.00,11,0,0,0,0,0,33
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,1,AL1.02DCMEDPT-25,KG,801.72,11,0,0,0,0,0,801.725
,,, Value,,,0.00,0.00,0.00,0.00,0.00,200431.25
FINISHED GOODS - SEA,2,AL33MPMEDPT-25,KG,24.80,11,0,0,0,0,0,24.795
,,, Value,,,0.00,0.00,0.00,0.00,0.00,11653.65
FINISHED GOODS - SEA,3,AWWFACTORY2ND,KG,85.56,11,0,0,0,0,0,85.56
,,, Value,,,0.00,0.00,0.00,0.00,0.00,21390.00
FINISHED GOODS - SEC,1,cu0.15*4SSFinePT10,KG,19.28,11,0,0,0,0,0,19.28
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,2,CU0.65DCFINEPT-90,KG,474.74,11,0,0,0,0,0,474.74
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,3,CU0.9DCSBMEDPT-25,KG,51.04,11,0,0,0,0,0,51.04
,,, Value,,,0.00,0.00,0.00,0.00,0.00,24499.20
FINISHED GOODS - SEC,4,CU21.5HCMEDM-266,KG,7.19,11,0,0,0,0,0,7.19
,,, Value,,,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,5,CU34AMPMEDPT-10,KG,11.18,11,0,0,0,0,0,11.185
,,, Value,,,0.00,0.00,0.00,0.00,0.00,5368.80
FINISHED GOODS - SEC,6,CU38HCFINEPT-10,KG,43.28,11,0,0,0,0,0,43.285
,,, Value,,,0.00,0.00,0.00,0.00,0.00,20776.80
FINISHED GOODS - SEC,7,MISCFGCU,KG,14.40,11,0,0,0,0,0,14.405
,,, Value,,,0.00,0.00,0.00,0.00,0.00,6914.40
