Custmer Name,Category Name,Item Desc.,Effective Date,Expiry Date,Base Price,Minimum Price,MRP Rate,MRP Price
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU22HCMEDPT-25,29-06-2015,,57.5,57.5,4.05,483.25
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU23HCMEDPT-25,29-06-2015,,59,59,4.05,484.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU24HCMEDPT-25,29-06-2015,,60,60,4.05,485.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU25HCMEDPT-25,29-06-2015,,61,61,4.05,486.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU26HCMEDPT-25,29-06-2015,,62.5,62.5,4.05,488.25
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU27HCMEDPT-25,29-06-2015,,63,63,4.05,488.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU28HCMEDPT-25,29-06-2015,,64.5,64.5,4.05,490.25
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU29HCMEDPT-25,29-06-2015,,67,67,4.05,492.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU30HCMEDPT-10,29-06-2015,,68.5,68.5,4.05,494.25
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU32HCMEDPT-25,29-06-2015,,71.5,71.5,4.05,497.25
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU33HCMEDPT-10,29-06-2015,,72.5,72.5,4.05,498.25
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU34HCMEDPT-10,29-06-2015,,73,73,4.05,498.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU35HCMEDPT-10,29-06-2015,,75,75,4.05,500.75
Anil Dieseal Pvt Ltd.,"Weekly WWMA
",CU36HCMEDPT-10,29-06-2015,,78,78,4.05,503.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU33SSMEDPT-10,29-06-2015,,73,73,4.05,498.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU32SSMEDPT-10,29-06-2015,,73,73,4.05,498.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU35SSMEDPT-10,29-06-2015,,75,75,4.05,500.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU36SSMEDPT-10,29-06-2015,,80,80,4.05,505.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU38SSMEDPT-4,29-06-2015,,92,92,4.05,517.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU39SSMEDPT-4,29-06-2015,,97,97,4.05,522.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU40SSMEDPT-4,29-06-2015,,107,107,4.05,532.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU41SSMEDPT-4,29-06-2015,,116,116,4.05,541.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU42SSMEDPT-4,29-06-2015,,121,121,4.05,546.75
Avisor India Pvt. Ltd,"Weekly WWMA
",CU30SSMEDPT-10,29-06-2015,,66.4,66.4,4.05,492.15
Avisor India Pvt. Ltd,"Weekly WWMA
",CU30DCMEDPT-10,29-06-2015,,67,67,4.05,492.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.102SSHFINEPT-4,29-06-2015,,117,117,4.05,542.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.112SSHFINEPT-4,29-06-2015,,105,105,4.05,530.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.118SSHFINEPT-4,29-06-2015,,102,102,4.05,527.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.125SSHFINEPT-4,29-06-2015,,97,97,4.05,522.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.132SSHFINEPT-4,29-06-2015,,95,95,4.05,520.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.14SSHFINEPT-10,29-06-2015,,91,91,4.05,516.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.152SSHFINEPT-10,29-06-2015,,88,88,4.05,513.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.173SSHFINEPT-10,29-06-2015,,86,86,4.05,511.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.193SSHFINEPT-10,29-06-2015,,83,83,4.05,508.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.213SSHFINEPT-10,29-06-2015,,80.5,80.5,4.05,506.25
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.224SSHFINEPT-10,29-06-2015,,80,80,4.05,505.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.234SSHFINEPT-10,29-06-2015,,79,79,4.05,504.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.417SSHFINEPT-10,29-06-2015,,70,70,4.05,495.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.254SSHFINEPT-10,29-06-2015,,78,78,4.05,503.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.265SSHFINEPT-10,29-06-2015,,78,78,4.05,503.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.345SSHFINEPT-10,29-06-2015,,76,76,4.05,501.75
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.295SSHFINEPT-10,29-06-2015,,78,78,4.05,503.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.102SSHFINEPT-4,29-06-2015,,117,117,4.05,542.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.112SSHFINEPT-4,29-06-2015,,105,105,4.05,530.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.118SSHFINEPT-4,29-06-2015,,102,102,4.05,527.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.125SSHFINEPT-4,29-06-2015,,97,97,4.05,522.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.132SSHFINEPT-4,29-06-2015,,95,95,4.05,520.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.14SSHFINEPT-10,29-06-2015,,91,91,4.05,516.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.152SSHFINEPT-10,29-06-2015,,88,88,4.05,513.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.16SSHFINEPT-10,29-06-2015,,88,88,4.05,513.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.173SSHFINEPT-10,29-06-2015,,86,86,4.05,511.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.193SSHFINEPT-10,29-06-2015,,83,83,4.05,508.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.213SSHFINEPT-10,29-06-2015,,80.5,80.5,4.05,506.25
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.224SSHFINEPT-10,29-06-2015,,80,80,4.05,505.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.234SSHFINEPT-10,29-06-2015,,79,79,4.05,504.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.417SSHFINEPT-10,29-06-2015,,70,70,4.05,495.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.254SSHFINEPT-10,29-06-2015,,78,78,4.05,503.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.265SSHFINEPT-10,29-06-2015,,78,78,4.05,503.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.345SSHFINEPT-10,29-06-2015,,76,76,4.05,501.75
C & S Electric Ltd.(NSEZ),"Weekly WWMA
",CU0.295SSHFINEPT-10,29-06-2015,,78,78,4.05,503.75
DELHI CONTROL DEVICES P LTD,"Weekly WWMA+1%
",CU37SSFINEPT-10,29-06-2015,,87,87,0,517.54
DELHI CONTROL DEVICES P LTD,"Weekly WWMA+1%
",CU42SSFINEPT-4,29-06-2015,,128,128,0,558.54
DELTA ELECTRONICS,"Weekly WWMA
",CU30SSMEDPT-10,29-06-2015,,57,57,4.05,482.75
DELTA ELECTRONICS,"Weekly WWMA
",CU32SSMEDPT-10,29-06-2015,,59,59,4.05,484.75
DELTA ELECTRONICS,"Weekly WWMA
",CU34SSMEDPT-10,29-06-2015,,61,61,4.05,486.75
DELTA ELECTRONICS,"Weekly WWMA
",CU36SSMEDPT-10,29-06-2015,,64,64,4.05,489.75
DELTA ELECTRONICS,"Weekly WWMA
",CU37SSMEDPT-10,29-06-2015,,65,65,4.05,490.75
DELTA ELECTRONICS,"Weekly WWMA
",CU38SSMEDPT-4,29-06-2015,,70,70,4.05,495.75
DELTA ELECTRONICS,"Weekly WWMA
",CU38*4SSMEDPT-10,29-06-2015,,157,157,4.05,582.75
DELTA ELECTRONICS,"Weekly WWMA
",CU39SSMEDPT-4,29-06-2015,,75,75,4.05,500.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU30SSMEDPT-10,29-06-2015,,57,57,4.05,482.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU32SSMEDPT-10,29-06-2015,,59,59,4.05,484.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU34SSMEDPT-10,29-06-2015,,61,61,4.05,486.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU36SSMEDPT-10,29-06-2015,,64,64,4.05,489.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU37SSMEDPT-10,29-06-2015,,65,65,4.05,490.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU38SSMEDPT-4,29-06-2015,,70,70,4.05,495.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU38*4SSMEDPT-10,29-06-2015,,157,157,4.05,582.75
Kanik Electronics Pvt Ltd,"Weekly WWMA
",CU39SSMEDPT-4,29-06-2015,,75,75,4.05,500.75
Denso India Ltd.,"Denso
",CU0.35MCFINEPT-90,01-06-2015,30-06-2015,60,60,0.01,520.13
Denso India Ltd.,"Denso
",CU0.85DCMEDPT-90,01-06-2015,30-06-2015,40,40,0.01,500.13
Denso India Ltd.,"Denso
",CU0.9DCMEDPT-90,01-06-2015,30-06-2015,39,39,0.01,499.13
Denso India Ltd.,"Denso
",CU0.95DCMEDPT-90,01-06-2015,30-06-2015,39,39,0.01,499.13
Denso India Ltd.,"Denso
",CU1DCMEDPT-90,01-06-2015,30-06-2015,39,39,0.01,499.13
Denso India Ltd.,"Denso
",CU1.05DCMEDPT-90,01-06-2015,30-06-2015,39,39,0.01,499.13
Denso India Ltd.,"Denso
",CU0.45DCFINEPT-90,01-06-2015,30-06-2015,42,42,0.01,502.13
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU30SSMEDPT-10,29-06-2015,,70,70,0,500.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU32SSMEDPT-10,29-06-2015,,72,72,0,502.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU33SSMEDPT-10,29-06-2015,,73,73,0,503.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU34SSMEDPT-10,29-06-2015,,75,75,0,505.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU35SSMEDPT-10,29-06-2015,,77,77,0,507.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU36SSMEDPT-10,29-06-2015,,80,80,0,510.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU37SSMEDPT-10,29-06-2015,,85,85,0,515.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU38SSMEDPT-4,29-06-2015,,88,88,0,518.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU40SSMEDPT-4,29-06-2015,,110,110,0,540.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU42SSFINEPT-4,29-06-2015,,120,120,0,550.54
Subros Ltd ( U No. -2 ),"Monthly WWMA
",CU0.65DCFINEPT-45,01-06-2015,30-06-2015,48,48,26.75,496.27
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.16SSHFINEPT-10,29-06-2015,,88,88,4.05,513.75
TSAC Polymers,"Weekly WWMA+1%
",CU33SSMEDPT-10,29-06-2015,,74,74,0,504.54
C&S Electricals Ltd.(LVCom.Div),"Weekly WWMA
",CU0.53DCFINEPT-25,29-06-2015,,75,75,4.05,500.75
TSAC Polymers,"Weekly WWMA+1%
",CU36*4SSMEDPT-10,29-06-2015,,158,158,0,588.54
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.45SSFINEPT-25,29-06-2015,,62,62,4.05,487.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",,01-11-2014,,62,62,486.06,548.06
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",,01-11-2014,,67,67,486.06,553.06
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.26SSFINEPT-10,29-06-2015,,69,69,4.05,494.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.25SSFINEPT-10,29-06-2015,,69,69,4.05,494.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.23SSFINEPT-10,29-06-2015,,69,69,4.05,494.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.213SSFINEPT-10,29-06-2015,,69,69,4.05,494.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",,01-11-2014,,73,73,486.06,559.06
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.19SSFINEPT-10,29-06-2015,,77,77,4.05,502.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.17SSFINEPT-10,29-06-2015,,83,83,4.05,508.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.15SSFINEPT-10,29-06-2015,,90,90,4.05,515.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.132SSFINEPT-4,29-06-2015,,94,94,4.05,519.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.112SSFINEPT-4,29-06-2015,,108,108,4.05,533.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.102SSFINEPT-4,29-06-2015,,115,115,4.05,540.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.09SSFINEPT-4,29-06-2015,,135,135,4.05,560.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",,01-11-2014,,165,165,486.06,651.06
YASH APPLIANCES,"Balco Circular
",,01-11-2014,,115.75,115.75,183.95,299.7
YASH APPLIANCES,"Balco Circular
",,01-11-2014,,90.75,90.75,183.95,274.7
YASH APPLIANCES,"Balco Circular
",,01-11-2014,,92.75,92.75,183.95,276.7
YASH APPLIANCES,"Balco Circular
",,01-11-2014,,121,121,183.95,304.95
YASH APPLIANCES,"Balco Circular
",AL25DCMEDPT-25,22-06-2015,,135,135,8,273.4
YASH APPLIANCES,"Balco Circular
",,01-11-2014,,128,128,183.95,311.95
Rama Trading Co,"Weekly WWMA
",CU23MPMEDPT-25,29-06-2015,,40,40,4.05,465.75
Rama Trading Co,"Weekly WWMA
",CU24MPMEDPT-25,29-06-2015,,41,41,4.05,466.75
Rama Trading Co,"Weekly WWMA
",CU25MPMEDPT-25,29-06-2015,,42,42,4.05,467.75
Rama Trading Co,"Weekly WWMA
",CU26MPMEDPT-25,29-06-2015,,43.5,43.5,4.05,469.25
Rama Trading Co,"Weekly WWMA
",CU27MPMEDPT-25,29-06-2015,,44,44,4.05,469.75
Rama Trading Co,"Weekly WWMA
",CU28MPMEDPT-25,29-06-2015,,45.5,45.5,4.05,471.25
Rama Trading Co,"Weekly WWMA
",CU29MPMEDPT-25,29-06-2015,,48,48,4.05,473.75
Rama Trading Co,"Weekly WWMA
",CU30MPMEDPT-10,29-06-2015,,49.5,49.5,4.05,475.25
Rama Trading Co,"Weekly WWMA
",CU31MPMEDPT-10,29-06-2015,,52,52,4.05,477.75
Rama Trading Co,"Weekly WWMA
",CU32MPMEDPT-10,29-06-2015,,52.5,52.5,4.05,478.25
Rama Trading Co,"Weekly WWMA
",CU33MPMEDPT-10,29-06-2015,,53.5,53.5,4.05,479.25
Rama Trading Co,"Weekly WWMA
",CU34MPMEDPT-10,29-06-2015,,54,54,4.05,479.75
Rama Trading Co,"Weekly WWMA
",CU35MPMEDPT-10,29-06-2015,,56,56,4.05,481.75
Rama Trading Co,"Weekly WWMA
",CU36MPMEDPT-10,29-06-2015,,59,59,4.05,484.75
Rama Trading Co,"Weekly WWMA
",CU16HCMEDM-266,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU17HCMEDM-266,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU18HCMEDM-266,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU18.5HCMEDM-266,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU19HCMEDM-266,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU19.5HCMEDPT-25,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU20HCMEDPT-25,29-06-2015,,50,50,4.05,475.75
Rama Trading Co,"Weekly WWMA
",CU21HCMEDPT-25,29-06-2015,,52,52,4.05,477.75
Rama Trading Co,"Weekly WWMA
",CU22HCMEDPT-25,29-06-2015,,52.5,52.5,4.05,478.25
Rama Trading Co,"Weekly WWMA
",CU23HCMEDPT-25,29-06-2015,,54,54,4.05,479.75
Rama Trading Co,"Weekly WWMA
",CU24HCMEDPT-25,29-06-2015,,55,55,4.05,480.75
Rama Trading Co,"Weekly WWMA
",CU25HCMEDPT-25,29-06-2015,,56,56,4.05,481.75
Rama Trading Co,"Weekly WWMA
",CU26HCMEDPT-25,29-06-2015,,57.5,57.5,4.05,483.25
Rama Trading Co,"Weekly WWMA
",CU27HCMEDPT-25,29-06-2015,,58,58,4.05,483.75
Rama Trading Co,"Weekly WWMA
",CU28HCMEDPT-25,29-06-2015,,59.5,59.5,4.05,485.25
Rama Trading Co,"Weekly WWMA
",CU29HCMEDPT-25,29-06-2015,,62,62,4.05,487.75
Rama Trading Co,"Weekly WWMA
",CU30HCMEDPT-10,29-06-2015,,63.5,63.5,4.05,489.25
Rama Trading Co,"Weekly WWMA
",CU32HCMEDPT-25,29-06-2015,,66.5,66.5,4.05,492.25
Rama Trading Co,"Weekly WWMA
",CU33HCMEDPT-10,29-06-2015,,67.5,67.5,4.05,493.25
Rama Trading Co,"Weekly WWMA
",CU34HCMEDPT-10,29-06-2015,,68,68,4.05,493.75
Rama Trading Co,"Weekly WWMA
",CU35HCMEDPT-10,29-06-2015,,70,70,4.05,495.75
Rama Trading Co,"Weekly WWMA
",CU36HCMEDPT-10,29-06-2015,,73,73,4.05,498.75
RAVI PANKHA INDIA PVT.LTD.,"Weekly WWMA+1%
",CU36MPMEDPT-10,29-06-2015,,56,56,0,486.54
RAVI PANKHA INDIA PVT.LTD.,"Weekly WWMA+1%
",CU30DCMEDPT-10,29-06-2015,,57,57,0,487.54
RAVI PANKHA INDIA PVT.LTD.,"Weekly WWMA+1%
",CU32DCMEDPT-25,29-06-2015,,61,61,0,491.54
RISHABH  INDUSTRIES,"Weekly WWMA
",CU32SSMEDPT-10,29-06-2015,,65,65,4.05,490.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU33SSMEDPT-10,29-06-2015,,66,66,4.05,491.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU34SSMEDPT-10,29-06-2015,,67,67,4.05,492.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU35SSMEDPT-10,29-06-2015,,69,69,4.05,494.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU36SSMEDPT-10,29-06-2015,,74,74,4.05,499.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU37SSMEDPT-10,29-06-2015,,79,79,4.05,504.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU40SSMEDPT-4,29-06-2015,,98,98,4.05,523.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU42SSMEDPT-4,29-06-2015,,120,120,4.05,545.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU38*3SSMEDPT-10,29-06-2015,,162,162,4.05,587.75
RISHABH  INDUSTRIES,"Weekly WWMA
",CU38SSMEDPT-4,29-06-2015,,82,82,4.05,507.75
SBV Electro Coro,"Weekly WWMA+1%
",CU45SSMEDPT-4,29-06-2015,,173,173,0,603.54
SCT Limited,"Weekly WWMA+1%
",CU14HCMEDM-266,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU15HCMEDM-266,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU16HCMEDM-266,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU17HCMEDM-266,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU18HCMEDM-266,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU19HCMEDM-266,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU20HCMEDPT-25,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU21HCMEDPT-25,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU22HCMEDPT-25,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU23HCMEDPT-25,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU24HCMEDPT-25,29-06-2015,,40,40,0,470.54
SCT Limited,"Weekly WWMA+1%
",CU24DCMEDPT-25,29-06-2015,,55,55,0,485.54
SCT Limited,"Weekly WWMA+1%
",CU30DCMEDPT-10,29-06-2015,,65,65,0,495.54
SCT Limited,"Weekly WWMA+1%
",CU33DCMEDPT-10,29-06-2015,,69,69,0,499.54
SCT Limited,"Weekly WWMA+1%
",CU17.5DCMEDM-266,29-06-2015,,50,50,0,480.54
Denso India Ltd.,"Denso
",CU0.83DCFINEPT-90,01-06-2015,30-06-2015,40,40,0.01,500.13
Elin Electronics Ltd,Prov,CU0.11SSFINEPT-4,01-05-2015,31-05-2015,107.5,107.5,10,534.5
HINDALCO INDUSTRIES LTD. (U-BIRLA COPPER),Prov,CU0.12SSFINEPT-4,23-12-2014,,102.5,102.5,510.72,613.22
HAVELLS INDIA LTD ( HARIDWAR),Prov,CU0.12SSFINEPT-4,04-06-2015,,102.5,102.5,25.77,532.69
Subros Ltd ( U No. -2 ),"Monthly WWMA
",CU0.12SSFINEPT-4,01-06-2015,30-06-2015,102.5,102.5,26.75,593.52
Elin Electronics Ltd,Prov,CU0.12SSFINEPT-4,01-05-2015,31-05-2015,104.5,104.5,10,531.5
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,"Weekly WWMA
",AL22HCMEDPT-25,29-06-2015,,127,127,4.05,238.95
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,"Weekly WWMA
",AL23.5HCMEDPT-25,29-06-2015,,130,130,4.05,241.95
TSAC Polymers,"Weekly WWMA+1%
",CU42SSFINEPT-4,29-06-2015,,128,128,0,558.54
TSAC Polymers,"Weekly WWMA+1%
",CU30SSMEDPT-10,29-06-2015,,71,71,0,501.54
TSAC Polymers,"Weekly WWMA+1%
",CU34SSMEDPT-10,29-06-2015,,75,75,0,505.54
TSAC Polymers,"Weekly WWMA+1%
",CU37SSMEDPT-10,29-06-2015,,83,83,0,513.54
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU38*3SSMEDPT-10,01-06-2015,30-06-2015,148,148,26.75,614.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU33SSMEDPT-10,01-06-2015,30-06-2015,60,60,26.75,526.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU35SSMEDPT-10,01-06-2015,30-06-2015,62,62,26.75,528.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU26SSMEDPT-10,01-06-2015,30-06-2015,54.5,54.5,26.75,521.48
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU27SSFINEPT-10,19-06-2015,30-06-2015,55.5,55.5,0,522.48
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU30SSMEDPT-10,01-06-2015,30-06-2015,57,57,26.75,523.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU32SSMEDPT-10,08-06-2015,,59,59,0,525.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU34SSMEDPT-10,01-06-2015,30-06-2015,61,61,26.75,527.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU37SSMEDPT-10,01-06-2015,30-06-2015,68,68,26.75,534.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU38SSMEDPT-10,01-06-2015,30-06-2015,73,73,26.75,539.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU38*4SSMEDPT-10,01-06-2015,30-06-2015,148,148,26.75,614.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU38*8SSMEDPT-10,01-06-2015,30-06-2015,128,128,26.75,594.98
Gursim  Techno India,"Weekly WWMA
",CU37SSFINEPT-10,29-06-2015,,79.5,79.5,4.05,505.25
Gursim  Techno India,"Weekly WWMA
",CU0.17SSFINEPT-10,29-06-2015,,79.5,79.5,4.05,505.25
Gursim  Techno India,"Weekly WWMA
",CU34SSMEDPT-10,29-06-2015,,72.5,72.5,4.05,498.25
DELHI CONTROL DEVICES P LTD,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
GETMAG ENTERPRISES,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
KAVRI ELECTRONICS,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,531.54
PG ELECTROPLAST LTD.UNIT-II,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
SCT Limited,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
RAVI PANKHA INDIA PVT.LTD.,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
ROYAL ELECTROTECH,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
Brite Industries,"Weekly WWMA
",CU0.17SSFINEPT-10,29-06-2015,,80,80,4.05,505.75
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
GOEL LIGHTING,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
SBV Electro Coro,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
