Category Name,Customer Name,Item Desc.,Item UOM,Base Price,Minimum Price,MRP Rate,MRP Price,Effective Date,Expiry Date
,,AL22DCMEDPT-25,KILOGRAM,130.00,130.00,0.00,280.00,14-06-2015,21-06-2015
,,CU43SSMEDPT-4,KILOGRAM,135.00,135.00,0.00,578.00,14-06-2015,21-06-2015
,,CU1.8DCFINEPT-90,KILOGRAM,47.50,47.50,461.39,508.89,16-06-2015,
,,CU0.56DCSBMEDPT-25,KILOGRAM,125.00,125.00,26.38,586.39,16-06-2015,30-06-2015
,,CU30MPMEDPT-10,KILOGRAM,54.00,54.00,0.00,495.05,14-06-2015,21-06-2015
,,CU33MPMEDPT-10,KILOGRAM,56.00,56.00,0.00,497.05,14-06-2015,21-06-2015
,,CU36MPMEDPT-10,KILOGRAM,62.00,62.00,0.00,505.07,14-06-2015,21-06-2015
,,CU34SSMEDPT-10,KILOGRAM,68.00,68.00,4.10,498.54,28-06-2015,
,,CU40SSFINEPT-10,KILOGRAM,105.00,105.00,0.00,540.24,14-06-2015,21-06-2015
,,CU41HCMEDPT-4,KILOGRAM,120.00,120.00,0.00,555.24,14-06-2015,21-06-2015
,,CU0.87DCFINEPT-180,KILOGRAM,43.25,43.25,26.38,504.64,16-06-2015,30-06-2015
,,CU0.95DCMEDPT-180,KILOGRAM,43.50,43.50,26.38,504.89,16-06-2015,30-06-2015
,,CU2.24MCMEDPT-90,KILOGRAM,67.50,67.50,26.38,528.89,16-06-2015,30-06-2015
,,CU2DCMEDPT-90,KILOGRAM,47.50,47.50,26.38,508.89,16-06-2015,30-06-2015
,,CU30SSMEDPT-10,KILOGRAM,64.00,64.00,4.10,494.54,28-06-2015,
,,CU32*2SSMEDPT-10,KILOGRAM,152.00,152.00,4.10,582.54,28-06-2015,
,,CU33*3SSMEDPT-10,KILOGRAM,148.00,148.00,4.10,578.54,28-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,66.00,66.00,4.10,496.54,28-06-2015,
,,CU36*3SSMEDPT-10,KILOGRAM,159.00,159.00,4.10,589.54,28-06-2015,
,,CU36*4SSMEDPT-10,KILOGRAM,154.00,154.00,4.10,584.54,28-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,65.00,65.00,4.10,495.54,28-06-2015,
"Denso
",Denso India Ltd.,,,,,,,,
,,CU1.15DCFINEPT-180,KILOGRAM,39.00,39.00,0.01,499.13,01-06-2015,30-06-2015
,,CU1.40 BARE WIRE,KILOGRAM,25.00,25.00,0.00,485.13,11-06-2015,30-06-2015
,,CU0.75MPFINEPT-90,KILOGRAM,29.00,29.00,0.01,489.13,01-06-2015,30-06-2015
,,CU0.85MPFINEPT-90,KILOGRAM,28.00,28.00,0.01,488.13,01-06-2015,30-06-2015
,,CU0.78DCFINEPT-90,KILOGRAM,40.00,40.00,0.01,500.13,01-06-2015,30-06-2015
,,CU1.22MCFINEPT-90,KILOGRAM,60.00,60.00,0.00,520.13,11-06-2015,30-06-2015
,,CU1.3MCFINEPT-180,KILOGRAM,60.00,60.00,0.01,520.13,01-06-2015,30-06-2015
,,CU0.8DCFINEPT-90,KILOGRAM,40.00,40.00,0.01,500.13,01-06-2015,30-06-2015
,,CU0.6MPFINEPT-90,KILOGRAM,29.00,29.00,0.01,489.13,01-06-2015,30-06-2015
,,CU0.7MPMEDPT-90,KILOGRAM,29.00,29.00,0.01,489.13,01-06-2015,30-06-2015
,,CU0.9MPFINEPT-90,KILOGRAM,29.00,29.00,0.01,489.13,01-06-2015,30-06-2015
,,CU1.9MPMEDPT-180,KILOGRAM,32.00,32.00,0.01,492.13,01-06-2015,30-06-2015
,,CU0.55DCFINEPT-90,KILOGRAM,44.00,44.00,0.01,504.13,01-06-2015,30-06-2015
,,CU0.85MCMEDPT-90,KILOGRAM,54.00,54.00,0.01,514.13,01-06-2015,30-06-2015
,,CU0.95MCMEDPT-90,KILOGRAM,60.00,60.00,0.01,520.13,01-06-2015,30-06-2015
,,CU1.05MCMEDPT-90,KILOGRAM,60.00,60.00,0.01,520.13,01-06-2015,30-06-2015
,,CU0.7DCFINEPT-90,KILOGRAM,40.00,40.00,0.00,500.13,08-06-2015,
,,CU0.35MCFINEPT-90,KILOGRAM,60.00,60.00,0.01,520.13,01-06-2015,30-06-2015
,,CU0.85DCMEDPT-90,KILOGRAM,40.00,40.00,0.01,500.13,01-06-2015,30-06-2015
,,CU0.9DCMEDPT-90,KILOGRAM,39.00,39.00,0.01,499.13,01-06-2015,30-06-2015
,,CU0.95DCMEDPT-90,KILOGRAM,39.00,39.00,0.01,499.13,01-06-2015,30-06-2015
,,CU1DCMEDPT-90,KILOGRAM,39.00,39.00,0.01,499.13,01-06-2015,30-06-2015
,,CU1.05DCMEDPT-90,KILOGRAM,39.00,39.00,0.01,499.13,01-06-2015,30-06-2015
,,CU0.45DCFINEPT-90,KILOGRAM,42.00,42.00,0.01,502.13,01-06-2015,30-06-2015
,,CU0.83DCFINEPT-90,KILOGRAM,40.00,40.00,0.01,500.13,01-06-2015,30-06-2015
,,CU0.5DCFINEPT-90,KILOGRAM,42.00,42.00,0.01,502.06,01-06-2015,30-06-2015
,,CU1.8MPMEDPT-90,KILOGRAM,32.00,32.00,0.01,492.13,01-06-2015,30-06-2015
,,CU0.6DCFINEPT-90,KILOGRAM,40.00,40.00,0.01,500.13,01-06-2015,30-06-2015
,,CU0.9DCFINEPT-90,KILOGRAM,38.00,38.00,0.01,498.13,01-06-2015,30-06-2015
,,CU1DCFINEPT90,KILOGRAM,38.00,38.00,0.01,498.13,01-06-2015,30-06-2015
,,CU0.69MPFINEPT-90,KILOGRAM,29.00,29.00,0.01,489.13,01-06-2015,30-06-2015
"Kaynes
",Kaynes Technology India P Ltd,,,,,,,,
,,CU0.71SSMEDPT-25,KILOGRAM,59.00,59.00,25.28,488.82,13-06-2015,
"LG booking
",L G Electronics India (P) Ltd,,,,,,,,
,,CU0.35DCMEDPT-90,KILOGRAM,53.50,53.50,0.00,510.30,08-06-2015,
,,CU0.4DCMEDPT-90,KILOGRAM,49.50,49.50,0.00,506.30,08-06-2015,
,,CU0.45DCMEDPT-90,KILOGRAM,47.50,47.50,0.00,504.30,08-06-2015,
,,CU0.5DCMEDPT-90,KILOGRAM,45.50,45.50,0.00,502.30,08-06-2015,
,,CU0.75DCMEDPT-90,KILOGRAM,43.50,43.50,0.01,500.30,29-05-2015,
,,CU0.6DCMEDPT-90,KILOGRAM,44.00,44.00,0.00,500.80,08-06-2015,
,,CU0.65DCMEDPT-90,KILOGRAM,44.00,44.00,0.00,500.80,08-06-2015,
,,CU0.7DCMEDPT-90,KILOGRAM,43.50,43.50,0.01,500.30,29-05-2015,
,,CU0.55DCMEDPT-90,KILOGRAM,45.50,45.50,0.00,502.30,08-06-2015,
"Monthly Aluminium
",Elgi Ultra Industries Ltd-11E026,,,,,,,,
,,AL0.54MPMEDPT-25,KILOGRAM,132.00,132.00,0.04,296.03,17-06-2015,
,,AL0.44MPMEDPT-60,KILOGRAM,137.00,137.00,0.04,301.03,17-06-2015,
,,AL0.47MPMEDPT-60,KILOGRAM,135.00,135.00,0.04,299.03,17-06-2015,
,,AL0.54MPMEDPT-60,KILOGRAM,132.00,132.00,0.04,296.03,17-06-2015,
,,AL0.47MPMEDPT-25,KILOGRAM,135.00,135.00,0.04,299.03,17-06-2015,
,,AL0.44MPMEDPT-25,KILOGRAM,137.00,137.00,0.04,301.03,17-06-2015,
,,AL0.54MPMEDPT-90,KILOGRAM,132.00,132.00,0.04,296.03,17-06-2015,
"Monthly WWMA
",NTL ElECTRONICS INDIA LTD.,,,,,,,,
,,CU40SSMEDPT-4,KILOGRAM,85.00,85.00,26.75,551.98,01-06-2015,30-06-2015
,,CU38*5SSMEDPT-10,KILOGRAM,128.00,128.00,26.75,594.98,01-06-2015,30-06-2015
,,CU32*2SSMEDPT-10,KILOGRAM,134.00,134.00,26.75,600.98,01-06-2015,30-06-2015
,,CU37*3SSMEDPT-10,KILOGRAM,138.00,138.00,26.75,604.98,01-06-2015,30-06-2015
,,CU0.65DCFINEPT-45,KILOGRAM,48.00,48.00,26.75,496.27,01-06-2015,30-06-2015
,,CU0.12SSFINEPT-4,KILOGRAM,102.50,102.50,26.75,593.52,01-06-2015,30-06-2015
,,CU38*3SSMEDPT-10,KILOGRAM,148.00,148.00,26.75,614.98,01-06-2015,30-06-2015
,,CU33SSMEDPT-10,KILOGRAM,60.00,60.00,26.75,526.98,01-06-2015,30-06-2015
,,CU35SSMEDPT-10,KILOGRAM,62.00,62.00,26.75,528.98,01-06-2015,30-06-2015
,,CU26SSMEDPT-10,KILOGRAM,54.50,54.50,26.75,521.48,01-06-2015,30-06-2015
,,CU27SSFINEPT-10,KILOGRAM,55.50,55.50,0.00,522.48,19-06-2015,30-06-2015
,,CU33SSMEDPT-10,KILOGRAM,60.00,60.00,466.98,526.98,20-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,59.00,59.00,0.00,525.98,08-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,61.00,61.00,26.75,527.98,01-06-2015,30-06-2015
,,CU37SSMEDPT-10,KILOGRAM,68.00,68.00,26.75,534.98,01-06-2015,30-06-2015
,,CU38SSMEDPT-10,KILOGRAM,73.00,73.00,26.75,539.98,01-06-2015,30-06-2015
,,CU38*4SSMEDPT-10,KILOGRAM,148.00,148.00,26.75,614.98,01-06-2015,30-06-2015
,,CU38*8SSMEDPT-10,KILOGRAM,128.00,128.00,26.75,594.98,01-06-2015,30-06-2015
,,CU0.55DCFinePT-25,KILOGRAM,48.00,48.00,0.00,514.98,08-06-2015,
,,CU0.6DCFINEPT-25,KILOGRAM,48.00,48.00,0.00,514.98,08-06-2015,
,,CU0.65DCFINEPT-45,KILOGRAM,32.31,32.31,26.75,499.29,01-06-2015,30-06-2015
,,CU0.7DCMEDPT-45,KILOGRAM,32.31,32.31,26.75,499.29,01-06-2015,30-06-2015
,,CU0.63DCFINEPT-25,KILOGRAM,48.00,48.00,0.00,514.98,08-06-2015,
,,CU31SSMEDPT-10,KILOGRAM,61.00,61.00,26.75,546.69,01-06-2015,30-06-2015
,,CU31SSMEDPT-10,KILOGRAM,61.00,61.00,26.75,527.98,01-06-2015,30-06-2015
,,CU31SSMEDPT-10,KILOGRAM,58.00,58.00,26.75,543.69,01-06-2015,30-06-2015
,,CU31SSMEDPT-10,KILOGRAM,61.00,61.00,26.75,527.98,01-06-2015,30-06-2015
,,CU33SSMEDPT-10,KILOGRAM,60.00,60.00,0.00,526.98,08-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,84.00,84.00,26.75,550.98,01-06-2015,30-06-2015
,,CU38SSMEDPT-4,KILOGRAM,73.00,73.00,26.75,539.98,01-06-2015,30-06-2015
,,CU37.5SSMEDPT-10,KILOGRAM,73.00,73.00,26.75,539.98,01-06-2015,30-06-2015
,,CU36.5SSMEDPT-10,KILOGRAM,73.00,73.00,26.75,539.98,01-06-2015,30-06-2015
,,CU36SSMEDPT-10,KILOGRAM,71.00,71.00,26.75,537.98,01-06-2015,30-06-2015
,,CU0.23SSMEDPT-10,KILOGRAM,61.00,61.00,26.75,518.63,01-06-2015,30-06-2015
,,CU27SSFINEPT-25,KILOGRAM,55.50,55.50,26.75,522.48,01-06-2015,30-06-2015
,,CU30SSMEDPT-10,KILOGRAM,57.00,57.00,26.75,523.98,01-06-2015,30-06-2015
Prov,ONKAR ENGINE & GEN (P) LTD,,,,,,,,
,,CU31MPFINEPT-10,KILOGRAM,43.00,43.00,3.86,450.18,29-06-2015,
,,CU25MPFINEPT-25,KILOGRAM,40.00,40.00,3.86,447.18,29-06-2015,
,,CU34MPFINEPT-10,KILOGRAM,44.00,44.00,3.86,451.18,29-06-2015,
,,CU28MPFINEPT-25,KILOGRAM,41.00,41.00,3.86,448.18,29-06-2015,
,,CU35MPMEDPT-10,KILOGRAM,51.00,51.00,31.37,463.90,28-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,51.00,51.00,31.37,463.90,28-06-2015,
,,CU23MPFINEPT-25,KILOGRAM,39.50,39.50,3.86,446.68,29-06-2015,
,,AL25HCMEDPT-25,KILOGRAM,125.00,125.00,8.00,263.40,22-06-2015,
,,CU0.13SSFINEPT-4,KILOGRAM,84.50,84.50,10.00,511.50,01-05-2015,31-05-2015
,,CU0.23SSMEDPT-10,KILOGRAM,74.50,74.50,10.00,463.60,01-05-2015,31-05-2015
,,CU22HCMEDPT-25,KILOGRAM,43.00,43.00,10.00,470.00,01-05-2015,31-05-2015
,,CU24FCMEDPT-25,KILOGRAM,37.50,37.50,10.00,464.50,01-05-2015,31-05-2015
,,CU24DCMEDPT-25,KILOGRAM,47.50,47.50,10.00,474.50,01-05-2015,31-05-2015
,,CU25FCMEDPT-25,KILOGRAM,38.00,38.00,10.00,465.00,01-05-2015,31-05-2015
,,CU25DCMEDPT-25,KILOGRAM,48.25,48.25,10.00,475.25,01-05-2015,31-05-2015
,,CU26FCMEDPT-25,KILOGRAM,38.75,38.75,10.00,465.75,01-05-2015,31-05-2015
,,CU26DCMEDPT-25,KILOGRAM,49.00,49.00,10.00,476.00,01-05-2015,31-05-2015
,,CU27HCMEDPT-25,KILOGRAM,47.00,47.00,10.00,474.00,01-05-2015,31-05-2015
,,CU27FCMEDPT-25,KILOGRAM,40.50,40.50,10.00,467.50,01-05-2015,31-05-2015
,,CU28HCMEDPT-25,KILOGRAM,48.00,48.00,10.00,475.00,01-05-2015,31-05-2015
,,CU28DCMEDPT-25,KILOGRAM,51.00,51.00,10.00,478.00,01-05-2015,31-05-2015
,,CU29DCMEDPT-25,KILOGRAM,52.25,52.25,10.00,479.25,01-05-2015,31-05-2015
,,CU30DCMEDPT-10,KILOGRAM,54.25,54.25,10.00,481.25,01-05-2015,31-05-2015
,,CU33HCMEDPT-10,KILOGRAM,54.25,54.25,10.00,481.25,01-05-2015,31-05-2015
,,CU31DCMEDPT-10,KILOGRAM,57.25,57.25,10.00,484.25,01-05-2015,31-05-2015
,,CU32DCMEDPT-25,KILOGRAM,59.25,59.25,10.00,486.25,01-05-2015,31-05-2015
,,CU33FCMEDPT-10,KILOGRAM,51.00,51.00,10.00,478.00,01-05-2015,31-05-2015
,,CU34HCMEDPT-10,KILOGRAM,52.00,52.00,10.00,479.00,01-05-2015,31-05-2015
,,CU23.5FCMEDPT-25,KILOGRAM,39.50,39.50,10.00,466.50,01-05-2015,31-05-2015
,,CU0.25SSMEDPT-10,KILOGRAM,74.50,74.50,10.00,501.50,01-05-2015,31-05-2015
,,CU36SSMEDPT-10,KILOGRAM,79.58,79.58,25.77,509.77,04-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,84.58,84.58,25.77,514.77,04-06-2015,
,,CU38SSMEDPT-10,KILOGRAM,87.58,87.58,25.77,517.77,04-06-2015,
,,CU40SSFINEPT-4,KILOGRAM,104.50,104.50,10.00,531.50,01-05-2015,31-05-2015
,,CU0.11SSFINEPT-4,KILOGRAM,107.50,107.50,10.00,534.50,01-05-2015,31-05-2015
,,CU0.12SSFINEPT-4,KILOGRAM,102.50,102.50,25.77,532.69,04-06-2015,
,,CU0.12SSFINEPT-4,KILOGRAM,104.50,104.50,10.00,531.50,01-05-2015,31-05-2015
,,CU36SSNYLONMEDPT-10,KILOGRAM,99.58,99.58,25.77,529.77,04-06-2015,
,,CU34MPMEDPT-10,KILOGRAM,44.00,44.00,3.86,451.18,29-06-2015,
,,CU25MPMEDPT-25,KILOGRAM,40.00,40.00,3.86,447.18,29-06-2015,
,,CU26MPMEDPT-25,KILOGRAM,40.00,40.00,3.86,447.18,29-06-2015,
,,CU27MPMEDPT-25,KILOGRAM,41.00,41.00,3.86,448.18,29-06-2015,
,,CU28MPMEDPT-25,KILOGRAM,41.00,41.00,3.86,453.16,29-06-2015,
,,CU29MPMEDPT-25,KILOGRAM,42.00,42.00,3.86,449.18,29-06-2015,
,,CU30MPMEDPT-10,KILOGRAM,42.00,42.00,3.86,449.18,29-06-2015,
,,CU31MPMEDPT-10,KILOGRAM,43.00,43.00,3.86,450.18,29-06-2015,
,,CU32MPMEDPT-10,KILOGRAM,43.00,43.00,3.86,450.18,29-06-2015,
,,CU33MPMEDPT-10,KILOGRAM,44.00,44.00,3.86,451.18,29-06-2015,
,,CU35MPMEDPT-10,KILOGRAM,45.00,45.00,3.86,452.18,29-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,45.00,45.00,3.86,452.18,29-06-2015,
,,CU37MPMEDPT-10,KILOGRAM,51.00,51.00,3.86,458.18,29-06-2015,
,,CU0.15BAREPT-25,KILOGRAM,57.00,57.00,0.00,518.39,13-06-2015,30-06-2015
,,CU0.25SSFINEPT-10,KILOGRAM,74.50,74.50,10.00,501.50,01-05-2015,31-05-2015
,,CU40SSMEDPT-10,KILOGRAM,104.50,104.50,25.77,555.78,04-06-2015,
,,CU40SSMEDPT-10,KILOGRAM,104.50,104.50,3.86,500.97,29-06-2015,
,,CU40SSMEDPT-10,KILOGRAM,102.50,102.50,0.00,545.88,13-06-2015,30-06-2015
,,CU0.08SSFINEPT4,KILOGRAM,140.00,140.00,10.00,567.00,01-05-2015,31-05-2015
,,CU43SSFINEPT-4,KILOGRAM,135.00,135.00,10.00,562.00,01-05-2015,31-05-2015
,,CU40SSMEDPT-10,KILOGRAM,104.50,104.50,10.00,531.50,01-05-2015,31-05-2015
,,CU0.09SSFINEPT-4,KILOGRAM,135.00,135.00,10.00,562.00,01-05-2015,31-05-2015
,,CU37SSNYLONMEDPT-10,KILOGRAM,430.19,430.19,104.58,534.77,16-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,104.50,104.50,10.00,531.50,01-05-2015,31-05-2015
,,CU35MPFINEPT-10,KILOGRAM,51.00,51.00,31.37,463.90,28-06-2015,
,,CU33MPFINEPT-10,KILOGRAM,44.00,44.00,3.86,451.18,29-06-2015,
,,CU37MPFINEPT-10,KILOGRAM,51.00,51.00,3.86,458.18,29-06-2015,
,,CU30MPFINEPT-10,KILOGRAM,44.00,44.00,3.86,451.18,29-06-2015,
,,CU29MPFINEPT25,KILOGRAM,42.00,42.00,3.86,449.18,29-06-2015,
,,CU26MPFINEPT-25,KILOGRAM,40.00,40.00,3.86,447.18,29-06-2015,
,,CU36MPFINEPT-10,KILOGRAM,45.00,45.00,3.86,452.18,29-06-2015,
,,CU35MPFINEPT-10,KILOGRAM,45.00,45.00,3.86,452.18,29-06-2015,
,,CU27MPFINEPT-25,KILOGRAM,41.00,41.00,3.86,448.18,29-06-2015,
,,CU32MPFINEPT-10,KILOGRAM,43.00,43.00,3.86,450.18,29-06-2015,
"Weekly WWMA
",Gursim  Techno India,,,,,,,,
,,CU17MPMEDM-266,KILOGRAM,42.00,42.00,4.05,467.75,29-06-2015,
,,CU25SSFINEPT-25,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU26SSMEDPT-10,KILOGRAM,61.00,61.00,4.05,486.75,29-06-2015,
,,CU27SSFINEPT-10,KILOGRAM,61.00,61.00,4.05,486.75,29-06-2015,
,,CU30MPMEDPT-10,KILOGRAM,52.00,52.00,4.05,477.75,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,65.50,65.50,4.05,491.25,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,70.50,70.50,4.05,496.25,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,71.50,71.50,4.05,497.25,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,74.50,74.50,4.05,500.25,29-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,62.00,62.00,4.05,487.75,29-06-2015,
,,CU0.18SSFINEPT-10,KILOGRAM,79.50,79.50,4.05,505.25,29-06-2015,
,,CU38SSMEDPT-10,KILOGRAM,82.50,82.50,4.05,508.25,29-06-2015,
,,CU38*3SSMEDPT-10,KILOGRAM,159.00,159.00,4.05,584.75,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,87.50,87.50,4.05,513.25,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,97.50,97.50,4.05,523.25,29-06-2015,
,,CU41SSFINEPT-4,KILOGRAM,107.50,107.50,4.05,533.25,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,117.50,117.50,4.05,543.25,29-06-2015,
,,CU26MPFINEPT-25,KILOGRAM,39.50,39.50,4.05,465.25,29-06-2015,
,,CU38MPFINEPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU0.3FCMEDPT-25,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,77.00,77.00,4.05,502.75,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,85.00,85.00,4.05,510.75,29-06-2015,
,,CU42SSMEDPT-4,KILOGRAM,120.00,120.00,4.05,545.75,29-06-2015,
,,CU38SSMEDPT-10,KILOGRAM,84.00,84.00,4.05,509.75,29-06-2015,
,,CU22DCMEDM-266,KILOGRAM,54.00,54.00,4.05,479.75,29-06-2015,
,,CU24DCMEDPT-25,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU25DCMEDPT-25,KILOGRAM,56.00,56.00,4.05,481.75,29-06-2015,
,,CU26DCMEDPT-25,KILOGRAM,57.00,57.00,4.05,482.75,29-06-2015,
,,CU29DCMEDPT-25,KILOGRAM,60.25,60.25,4.05,486.00,29-06-2015,
,,CU30DCMEDPT-10,KILOGRAM,62.25,62.25,4.05,488.00,29-06-2015,
,,CU31DCMEDPT-10,KILOGRAM,63.25,63.25,4.05,489.00,29-06-2015,
,,AL24HCMEDPT-25,KILOGRAM,130.00,130.00,4.05,241.94,29-06-2015,
,,AL16MPMEDM-266,KILOGRAM,75.00,75.00,4.05,186.94,29-06-2015,
,,AL17MPMEDM-266,KILOGRAM,76.00,76.00,4.05,187.94,29-06-2015,
,,AL18MPMEDM-266,KILOGRAM,76.00,76.00,4.05,187.94,29-06-2015,
,,AL22HCMEDPT-25,KILOGRAM,103.00,103.00,4.05,214.94,29-06-2015,
,,AL23HCMEDPT-25,KILOGRAM,104.00,104.00,4.05,215.94,29-06-2015,
,,AL24HCMEDPT-25,KILOGRAM,107.00,107.00,4.05,218.94,29-06-2015,
,,CU10MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU11MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU12MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU13MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU16MPMEDM-266,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU17MPMEDM-266,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU17.5MPMEDM-266,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU18MPMEDM-266,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU18.5MPMEDM-266,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU19MPMEDM-266,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU19.5MPMEDPT-25,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU20MPMEDPT-25,KILOGRAM,36.00,36.00,4.05,461.75,29-06-2015,
,,CU20.5MPMEDPT-25,KILOGRAM,38.00,38.00,4.05,463.75,29-06-2015,
,,CU21MPMEDPT-25,KILOGRAM,38.00,38.00,4.05,463.75,29-06-2015,
,,CU22MPMEDM-266,KILOGRAM,38.50,38.50,4.05,464.25,29-06-2015,
,,AL16MPMEDM-266,KILOGRAM,80.00,80.00,4.05,203.64,29-06-2015,
,,AL17MPMEDM-266,KILOGRAM,81.00,81.00,4.05,204.64,29-06-2015,
,,AL18MPMEDM-266,KILOGRAM,81.00,81.00,4.05,204.64,29-06-2015,
,,AL22HCMEDPT-25,KILOGRAM,108.00,108.00,4.05,231.64,29-06-2015,
,,AL23HCMEDPT-25,KILOGRAM,109.00,109.00,4.05,232.64,29-06-2015,
,,AL24HCMEDPT-25,KILOGRAM,112.00,112.00,4.05,235.64,29-06-2015,
,,CU10MPMEDM-266,KILOGRAM,46.00,46.00,4.05,471.75,29-06-2015,
,,CU11MPMEDM-266,KILOGRAM,46.00,46.00,4.05,471.75,29-06-2015,
,,CU12MPMEDM-266,KILOGRAM,46.00,46.00,4.05,471.75,29-06-2015,
,,CU13MPMEDM-266,KILOGRAM,46.00,46.00,4.05,471.75,29-06-2015,
,,CU16MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU17MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU17.5MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU18MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU18.5MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU19MPMEDM-266,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU19.5MPMEDPT-25,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU20MPMEDPT-25,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU20.5MPMEDPT-25,KILOGRAM,43.00,43.00,4.05,468.75,29-06-2015,
,,CU21MPMEDPT-25,KILOGRAM,43.00,43.00,4.05,468.75,29-06-2015,
,,CU22MPMEDM-266,KILOGRAM,43.50,43.50,4.05,469.25,29-06-2015,
,,CU23MPMEDPT-25,KILOGRAM,45.00,45.00,4.05,470.75,29-06-2015,
,,CU24MPMEDPT-25,KILOGRAM,46.00,46.00,4.05,471.75,29-06-2015,
,,CU25MPMEDPT-25,KILOGRAM,47.00,47.00,4.05,472.75,29-06-2015,
,,CU26MPMEDPT-25,KILOGRAM,48.50,48.50,4.05,474.25,29-06-2015,
,,CU27MPMEDPT-25,KILOGRAM,49.00,49.00,4.05,474.75,29-06-2015,
,,CU28MPMEDPT-25,KILOGRAM,50.50,50.50,4.05,476.25,29-06-2015,
,,CU29MPMEDPT-25,KILOGRAM,53.00,53.00,4.05,478.75,29-06-2015,
,,CU30MPMEDPT-10,KILOGRAM,54.50,54.50,4.05,480.25,29-06-2015,
,,CU31MPMEDPT-10,KILOGRAM,57.00,57.00,4.05,482.75,29-06-2015,
,,CU32MPMEDPT-10,KILOGRAM,57.50,57.50,4.05,483.25,29-06-2015,
,,CU33MPMEDPT-10,KILOGRAM,58.50,58.50,4.05,484.25,29-06-2015,
,,CU34MPMEDPT-10,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU35MPMEDPT-10,KILOGRAM,61.00,61.00,4.05,486.75,29-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,64.00,64.00,4.05,489.75,29-06-2015,
,,CU16HCMEDM-266,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU17HCMEDM-266,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU18HCMEDM-266,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU18.5HCMEDM-266,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU19HCMEDM-266,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU19.5HCMEDPT-25,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU20HCMEDPT-25,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
