,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,Discount,EXCISE ON SALES - 12.50%,EXCISE ON SALES - 14.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2% EOU,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,,Net Amount
,SI000086,06-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,349.085,KG,162296.598,0.000,20287.000,0.000,7303.000,1826.000,0.000,0.000,0.000,0.000,191712.598
,SI000087,06-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,724.945,KG,336316.484,0.000,42040.000,0.000,15134.000,3784.000,0.000,0.000,0.000,0.000,397274.484
,SI000088,06-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,1008.430,KG,466822.416,0.000,58353.000,0.000,21007.000,5252.000,0.000,0.000,0.000,0.000,551434.416
,SI000089,06-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,254.150,KG,123242.418,0.000,15405.000,0.000,5546.000,1386.000,0.000,0.000,0.000,0.000,145579.418
,SI000090,06-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,1321.400,KG,603774.088,0.000,75472.000,0.000,27170.000,6792.000,0.000,0.000,0.000,0.000,713208.088
,SI000091,06-04-2015,CU28MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,156.355,KG,75252.098,0.000,9407.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,84659.098
,,,CU32MPFINEPT-10,INR,G K WINDING WIRES LTD. - DELHI,620.900,KG,299764.311,0.000,37471.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,337235.311
,,,CU38MPFINEPT-10,INR,G K WINDING WIRES LTD. - DELHI,501.020,KG,253661.416,0.000,31708.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,285369.416
,SI000092,06-04-2015,CU0.87DCFINEPT-180,INR,G K WINDING WIRES LTD. - PUNE,647.260,KG,304238.090,0.000,38030.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,342268.090
,,,CU0.95DCMEDPT-180,INR,G K WINDING WIRES LTD. - PUNE,1276.120,KG,600146.475,0.000,75018.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,675164.475
,,,CU2.24MCMEDPT-90,INR,G K WINDING WIRES LTD. - PUNE,714.900,KG,353367.921,0.000,44171.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,397538.921
,,,CU2DCMEDPT-90,INR,G K WINDING WIRES LTD. - PUNE,1292.060,KG,612811.137,0.000,76601.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,689412.137
,SI000093,06-04-2015,CU0.125SSHFINEPT-4,INR,C&S Electricals Ltd.(LVCom.Div),167.770,KG,90308.913,0.000,11289.000,0.000,4064.000,1016.000,0.000,0.000,0.000,0.000,106677.913
,,,CU0.14SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),401.875,KG,213914.044,0.000,26739.000,0.000,9626.000,2407.000,0.000,0.000,0.000,0.000,252686.044
,,,CU0.152SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),100.570,KG,53230.695,0.000,6654.000,0.000,2395.000,599.000,0.000,0.000,0.000,0.000,62878.695
,,,CU0.295SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),299.980,KG,155776.614,0.000,19472.000,0.000,7010.000,1752.000,0.000,0.000,0.000,0.000,184010.614
,SI000094,06-04-2015,CU32SSMEDPT-10,INR,N.J.ELECTRONICS,296.905,KG,152398.368,0.000,19050.000,0.000,6858.000,1714.000,0.000,0.000,0.000,0.000,180020.368
,SI000095,06-04-2015,CU27SSFINEPT-10,INR,Nrjee System U-II,9.825,KG,5042.681,0.000,630.000,0.000,227.000,57.000,0.000,0.000,0.000,0.000,5956.681
,,,CU35SSMEDPT-10,INR,Nrjee System U-II,398.815,KG,208679.949,0.000,26085.000,0.000,9391.000,2348.000,0.000,0.000,0.000,0.000,246503.949
,SI000096,06-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,742.720,KG,353386.176,0.000,44173.000,0.000,15902.000,3976.000,0.000,0.000,0.000,0.000,417437.176
,SI000098,06-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),78.565,KG,55170.700,0.000,6896.000,0.000,0.000,0.000,0.000,1241.000,0.000,0.000,63307.700
,,,CU0.22SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),359.610,KG,186720.300,0.000,23340.000,0.000,0.000,0.000,0.000,4201.000,0.000,0.000,214261.300
,,,CU0.2SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),219.870,KG,115042.580,0.000,14380.000,0.000,0.000,0.000,0.000,2588.000,0.000,0.000,132010.580
,SI000099,06-04-2015,CU0.53MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,466.950,KG,220988.757,0.000,27624.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,248612.757
,,,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1109.830,KG,552029.442,0.000,69004.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,621033.442
,,,CU0.58DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,722.125,KG,336712.445,0.000,42089.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,378801.445
,,,CU0.95DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,671.530,KG,311536.198,0.000,38942.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,350478.198
,,,CU1DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,757.175,KG,351268.626,0.000,43909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,395177.626
,SI000100,06-04-2015,CU0.53DCFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,1936.190,KG,939826.626,0.000,117478.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1057304.626
,,,CU0.87MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,688.570,KG,332778.995,0.000,41597.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,374375.995
,SI000101,06-04-2015,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,439.460,KG,134668.122,0.000,16834.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,151502.122
,,,AL32MPMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,196.220,KG,52125.843,0.000,6516.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58641.843
,SI000102,07-04-2015,CU29MPFINEPT25,INR,G K WINDING WIRES LTD. - DELHI,501.965,KG,241841.717,0.000,30230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,272071.717
,,,CU32MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,723.475,KG,356673.175,0.000,44584.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,401257.175
,SI000104,07-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,79.730,KG,36191.042,0.000,4524.000,0.000,1629.000,407.000,0.000,0.000,0.000,0.000,42751.042
,SI000105,07-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,308.810,KG,140175.035,0.000,17522.000,0.000,6308.000,1577.000,0.000,0.000,0.000,0.000,165582.035
,SI000106,07-04-2015,CU0.78DCFINEPT-90,INR,Denso India Ltd.,81.545,KG,37911.901,0.000,4739.000,0.000,1706.000,427.000,0.000,0.000,0.000,0.000,44783.901
,SI000107,07-04-2015,CU0.8DCFINEPT-90,INR,Denso India Ltd.,405.690,KG,188613.395,0.000,23577.000,0.000,8488.000,2122.000,0.000,0.000,0.000,0.000,222800.395
,SI000108,07-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,722.690,KG,335993.035,0.000,41999.000,0.000,15120.000,3780.000,0.000,0.000,0.000,0.000,396892.035
,SI000109,07-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,327.480,KG,152252.002,0.000,19032.000,0.000,6851.000,1713.000,0.000,0.000,0.000,0.000,179848.002
,SI000110,07-04-2015,CU0.9MPFINEPT-90,INR,Denso India Ltd.,177.545,KG,80591.226,0.000,10074.000,0.000,3627.000,907.000,0.000,0.000,0.000,0.000,95199.226
,SI000111,07-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,746.095,KG,346128.392,0.000,43266.000,0.000,15576.000,3894.000,0.000,0.000,0.000,0.000,408864.392
,SI000112,07-04-2015,CU1DCMEDPT-90,INR,Denso India Ltd.,495.310,KG,229784.215,0.000,28723.000,0.000,10340.000,2585.000,0.000,0.000,0.000,0.000,271432.215
,SI000113,07-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,492.040,KG,227775.157,0.000,28472.000,0.000,10250.000,2562.000,0.000,0.000,0.000,0.000,269059.157
,SI000114,07-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,296.350,KG,137482.692,0.000,17185.000,0.000,6187.000,1547.000,0.000,0.000,0.000,0.000,162401.692
,SI000115,07-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,170.000,KG,82436.400,0.000,10305.000,0.000,3710.000,927.000,0.000,0.000,0.000,0.000,97378.400
,SI000116,07-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,454.100,KG,207487.372,0.000,25936.000,0.000,9337.000,2334.000,0.000,0.000,0.000,0.000,245094.372
,SI000117,07-04-2015,CU0.9DCMEDPT-45,INR,India Nippon Electrical Ltd ( UN III ),962.430,KG,467789.102,429292.000,58474.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96971.102
,SI000118,07-04-2015,CU0.9DCMEDPT-45,INR,India Nippon Electrical Ltd ( UN III ),2840.505,KG,1347109.496,1233489.000,168389.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,282009.496
,SI000120,07-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),71.120,KG,49942.598,0.000,6243.000,0.000,0.000,0.000,0.000,1124.000,0.000,0.000,57309.598
,SI000121,07-04-2015,CU0.2SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),299.765,KG,155065.437,0.000,19383.000,0.000,0.000,0.000,0.000,3489.000,0.000,0.000,177937.437
,SI000122,07-04-2015,CU30SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,997.425,KG,497006.903,0.000,62126.000,0.000,0.000,0.000,0.000,11183.000,0.000,0.000,570315.903
,,,CU38*4SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,140.845,KG,84266.155,0.000,10533.000,0.000,0.000,0.000,0.000,1896.000,0.000,0.000,96695.155
,SI000123,07-04-2015,CU0.25SSFINEPT-10,INR,Elin Electronics Ltd,123.115,KG,60511.022,0.000,7564.000,0.000,2723.000,681.000,0.000,0.000,0.000,0.000,71479.022
,,,CU40SSMEDPT-4,INR,Elin Electronics Ltd,398.560,KG,207849.040,0.000,25981.000,0.000,9353.000,2338.000,0.000,0.000,0.000,0.000,245521.040
,SI000124,07-04-2015,CU0.53MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,455.845,KG,215733.205,0.000,26967.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,242700.205
,,,CU0.72MPMEDPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,837.430,KG,405743.209,0.000,50718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,456461.209
,,,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,723.240,KG,339387.602,0.000,42423.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,381810.602
,SI000125,07-04-2015,AL29MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,498.495,KG,127938.742,0.000,15992.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,143930.742
,,,AL32MPMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,304.025,KG,80764.241,0.000,10096.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90860.241
,SI000126,08-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,161.205,KG,73174.174,0.000,9147.000,0.000,3293.000,823.000,0.000,0.000,0.000,0.000,86437.174
,SI000127,08-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,465.660,KG,211372.387,0.000,26422.000,0.000,9512.000,2378.000,0.000,0.000,0.000,0.000,249684.387
,SI000128,08-04-2015,CU0.78DCFINEPT-90,INR,Denso India Ltd.,81.505,KG,37893.305,0.000,4737.000,0.000,1705.000,426.000,0.000,0.000,0.000,0.000,44761.305
,SI000129,08-04-2015,CU0.8DCFINEPT-90,INR,Denso India Ltd.,324.125,KG,150692.195,0.000,18837.000,0.000,6781.000,1695.000,0.000,0.000,0.000,0.000,178005.195
,SI000130,08-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,641.720,KG,298348.462,0.000,37294.000,0.000,13426.000,3356.000,0.000,0.000,0.000,0.000,352424.462
,SI000131,08-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,127.725,KG,59381.907,0.000,7423.000,0.000,2672.000,668.000,0.000,0.000,0.000,0.000,70144.907
,SI000132,08-04-2015,CU0.9MPFINEPT-90,INR,Denso India Ltd.,236.380,KG,107297.610,0.000,13412.000,0.000,4828.000,1207.000,0.000,0.000,0.000,0.000,126744.610
,SI000133,08-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,1099.045,KG,509868.956,0.000,63734.000,0.000,22944.000,5736.000,0.000,0.000,0.000,0.000,602282.956
,SI000134,08-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,195.320,KG,90612.854,0.000,11327.000,0.000,4078.000,1019.000,0.000,0.000,0.000,0.000,107036.854
,SI000135,08-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,85.670,KG,41543.096,0.000,5193.000,0.000,1869.000,467.000,0.000,0.000,0.000,0.000,49072.096
,SI000136,08-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,516.560,KG,236026.595,0.000,29503.000,0.000,10621.000,2655.000,0.000,0.000,0.000,0.000,278805.595
,SI000137,08-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,1463.155,KG,706118.603,0.000,88265.000,0.000,31775.000,7944.000,0.000,0.000,0.000,0.000,834102.603
,SI000138,08-04-2015,CU0.125SSHFINEPT-4,INR,C&S Electricals Ltd.(LVCom.Div),48.175,KG,25932.121,0.000,3242.000,0.000,1167.000,292.000,0.000,0.000,0.000,0.000,30633.121
,,,CU0.213SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),231.900,KG,121003.101,0.000,15125.000,0.000,5445.000,1361.000,0.000,0.000,0.000,0.000,142934.101
,SI000139,08-04-2015,CU0.125SSHFINEPT-4,INR,C&S Electricals Ltd.(LVCom.Div),103.875,KG,55914.874,0.000,6989.000,0.000,2516.000,629.000,0.000,0.000,0.000,0.000,66048.874
,SI000140,08-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),109.540,KG,76922.274,0.000,9615.000,0.000,0.000,0.000,0.000,1731.000,0.000,0.000,88268.274
,SI000141,08-04-2015,CU0.22SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),496.675,KG,254938.311,0.000,31867.000,0.000,0.000,0.000,0.000,5736.000,0.000,0.000,292541.311
,SI000142,08-04-2015,CU29MPFINEPT25,INR,ONKAR ENGINE & GEN (P) LTD,660.145,KG,306333.686,0.000,38292.000,0.000,13785.000,3446.000,0.000,0.000,0.000,0.000,361856.686
,SI000143,08-04-2015,CU0.71SSMEDPT-25,INR,Orient Electricals(ADivOfOrientPaper&InduLt,17.785,KG,8381.893,0.000,1048.000,0.000,0.000,0.000,0.000,189.000,0.000,0.000,9618.893
,SI000144,08-04-2015,CU0.5DCMEDPT-90,INR,L G Electronics India (P) Ltd,962.720,KG,464608.672,0.000,58076.000,0.000,20907.000,5227.000,0.000,0.000,0.000,0.000,548818.672
,SI000145,08-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,1209.515,KG,583711.939,0.000,72964.000,0.000,26267.000,6567.000,0.000,0.000,0.000,0.000,689509.939
,SI000147,08-04-2015,AL22HCMEDPT-25,INR,PREETHI KITCHEN APPLIANCES P.LTD-HP-,688.065,KG,189321.085,0.000,23665.000,0.000,0.000,0.000,0.000,4260.000,0.000,0.000,217246.085
,,,AL23.5HCMEDPT-25,INR,PREETHI KITCHEN APPLIANCES P.LTD-HP-,605.595,KG,167235.059,0.000,20904.000,0.000,0.000,0.000,0.000,3763.000,0.000,0.000,191902.059
,SI000148,08-04-2015,AL21MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,298.270,KG,68005.560,0.000,8501.000,0.000,0.000,0.000,0.000,1530.000,0.000,0.000,78036.560
,SI000149,08-04-2015,SCRAP - EMPTY DRUMS,INR,SAZAYA & COMPANY,71.000,PCS,14910.000,0.000,1864.000,0.000,671.000,168.000,0.000,0.000,0.000,0.000,17613.000
,SI000150,08-04-2015,SCRAP - WOODEN,INR,SAZAYA & COMPANY,1640.000,KGS,5740.000,0.000,0.000,0.000,230.000,57.000,0.000,0.000,0.000,0.000,6027.000
,SI000151,08-04-2015,CU32SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,211.770,KG,109749.802,0.000,13719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123468.802
,,,CU37MPFINEPT-10,INR,G K WINDING WIRES LTD. - DELHI,561.595,KG,275344.413,0.000,34418.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,309762.413
,,,CU37SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,108.600,KG,58019.550,0.000,7252.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65271.550
,,,CU38*4SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,199.385,KG,124466.086,0.000,15558.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140024.086
,SI000152,08-04-2015,CU25MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,398.080,KG,191392.883,0.000,23924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,215316.883
,,,CU28MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,445.535,KG,214431.540,0.000,26804.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,241235.540
,,,CU30MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,141.315,KG,69526.980,0.000,8691.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78217.980
,SI000153,08-04-2015,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1101.345,KG,547809.003,0.000,68476.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,616285.003
,,,CU0.57MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,371.650,KG,184672.885,0.000,23084.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,207756.885
,,,CU0.65MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,730.320,KG,361800.528,0.000,45225.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,407025.528
,,,CU35SSMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,558.225,KG,281630.095,0.000,35204.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,316834.095
,SI000154,08-04-2015,CU31FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,104.230,KG,52559.020,0.000,6570.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59129.020
,,,CU33FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,214.585,KG,107346.146,0.000,13418.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120764.146
,,,CU37FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,112.485,KG,57282.986,0.000,7160.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64442.986
,,,CU38SSMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,306.460,KG,160968.115,0.000,20121.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,181089.115
,SI000155,08-04-2015,AL28MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,99.510,KG,27380.176,0.000,3423.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30803.176
,,,AL29MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,494.335,KG,126871.078,0.000,15859.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142730.078
,SI000156,09-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,303.460,KG,137746.563,0.000,17218.000,0.000,6199.000,1550.000,0.000,0.000,0.000,0.000,162713.563
,SI000157,09-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,306.350,KG,139058.392,0.000,17382.000,0.000,6258.000,1564.000,0.000,0.000,0.000,0.000,164262.392
,SI000158,09-04-2015,CU0.8DCFINEPT-90,INR,Denso India Ltd.,405.275,KG,188420.453,0.000,23553.000,0.000,8479.000,2120.000,0.000,0.000,0.000,0.000,222572.453
,SI000159,09-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,599.410,KG,278677.697,0.000,34835.000,0.000,12541.000,3135.000,0.000,0.000,0.000,0.000,329188.697
,SI000160,09-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,566.825,KG,263528.279,0.000,32941.000,0.000,11859.000,2965.000,0.000,0.000,0.000,0.000,311293.279
,SI000161,09-04-2015,CU0.9MPFINEPT-90,INR,Denso India Ltd.,228.430,KG,103688.946,0.000,12961.000,0.000,4666.000,1166.000,0.000,0.000,0.000,0.000,122481.946
,SI000162,09-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,1084.005,KG,502891.600,0.000,62861.000,0.000,22630.000,5658.000,0.000,0.000,0.000,0.000,594040.600
,SI000163,09-04-2015,CU1DCMEDPT-90,INR,Denso India Ltd.,506.655,KG,235047.388,0.000,29381.000,0.000,10577.000,2644.000,0.000,0.000,0.000,0.000,277649.388
,SI000164,09-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,129.075,KG,59880.474,0.000,7485.000,0.000,2695.000,674.000,0.000,0.000,0.000,0.000,70734.474
,SI000165,09-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,170.220,KG,82543.082,0.000,10318.000,0.000,3714.000,929.000,0.000,0.000,0.000,0.000,97504.082
,SI000166,09-04-2015,CU0.75DCMEDPT-45,INR,HONDA SIEL POWER PRODUCTS LTD,583.180,KG,285915.659,0.000,35739.000,0.000,12866.000,3217.000,0.000,0.000,0.000,0.000,337737.659
,SI000167,09-04-2015,AL28MPMEDPT-25,INR,Majistic Auto Ltd.,6.640,KG,1946.051,0.000,243.000,0.000,88.000,22.000,0.000,0.000,0.000,0.000,2299.051
,,,AL29MPMEDPT-25,INR,Majistic Auto Ltd.,6.980,KG,2059.658,0.000,257.000,0.000,93.000,23.000,0.000,0.000,0.000,0.000,2432.658
,,,AL30MPMEDPT-25,INR,Majistic Auto Ltd.,6.930,KG,2058.764,0.000,257.000,0.000,93.000,23.000,0.000,0.000,0.000,0.000,2431.764
,SI000168,09-04-2015,CU0.67MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,741.380,KG,347899.979,0.000,43487.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,391386.979
,SI000169,09-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,2044.035,KG,64387.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64387.102
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1075.975,KG,33893.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33893.212
,SI000170,09-04-2015,CU36SSNYLONMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),1998.625,KG,990298.701,0.000,123787.000,0.000,0.000,0.000,0.000,22282.000,0.000,0.000,1136367.701
,,,CU37SSMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),1633.270,KG,784769.902,0.000,98096.000,0.000,0.000,0.000,0.000,17657.000,0.000,0.000,900522.902
,SI000171,09-04-2015,CU0.22SSMEDPT-10,INR,GETMAG ENTERPRISES,63.800,KG,33574.750,0.000,4197.000,0.000,0.000,0.000,0.000,755.000,0.000,0.000,38526.750
,SI000172,09-04-2015,CU29MPFINEPT25,INR,G K WINDING WIRES LTD. - DELHI,348.675,KG,167988.128,0.000,20999.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,188987.128
,,,CU30MPMEDPT-25,INR,G K WINDING WIRES LTD. - DELHI,905.290,KG,445402.680,0.000,55675.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,501077.680
,SI000173,09-04-2015,CU0.140*4 SSFINEPT10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),279.300,KG,163468.704,0.000,20434.000,0.000,0.000,0.000,0.000,3678.000,0.000,0.000,187580.704
,SI000174,09-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),99.440,KG,69829.751,0.000,8729.000,0.000,0.000,0.000,0.000,1571.000,0.000,0.000,80129.751
,SI000175,09-04-2015,CU0.140*4 SSFINEPT10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),85.625,KG,51571.081,0.000,6446.000,0.000,0.000,0.000,0.000,1160.000,0.000,0.000,59177.081
,SI000177,09-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,502.635,KG,232679.794,0.000,29085.000,0.000,10471.000,2618.000,0.000,0.000,0.000,0.000,274853.794
,SI000178,09-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,415.360,KG,189786.291,0.000,23723.000,0.000,8540.000,2135.000,0.000,0.000,0.000,0.000,224184.291
,SI000179,09-04-2015,CU30SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,199.055,KG,99187.116,0.000,12398.000,0.000,0.000,0.000,0.000,2232.000,0.000,0.000,113817.116
,,,CU34SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,112.165,KG,56339.358,0.000,7042.000,0.000,0.000,0.000,0.000,1268.000,0.000,0.000,64649.358
,,,CU38*4SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,195.675,KG,117070.396,0.000,14634.000,0.000,0.000,0.000,0.000,2634.000,0.000,0.000,134338.396
,SI000180,09-04-2015,CU0.87DCFINEPT-180,INR,G K WINDING WIRES LTD. - PUNE,3175.360,KG,1492546.214,0.000,186568.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1679114.214
,,,CU2DCMEDPT-90,INR,G K WINDING WIRES LTD. - PUNE,754.525,KG,357863.662,0.000,44733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,402596.662
,SI000181,09-04-2015,AL1.8DCFINEM-266,INR,G K WINDING WIRES LTD. - PUNE,50.910,KG,30546.000,0.000,3818.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34364.000
,SI000182,09-04-2015,CU0.58DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,681.300,KG,317676.564,0.000,39710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,357386.564
,,,CU0.87MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,683.805,KG,330476.118,0.000,41310.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,371786.118
